date,costurera,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,13,False
2018-01-28,37,False
2018-02-04,13,False
2018-02-11,13,False
2018-02-18,52,False
2018-02-25,48,False
2018-03-04,12,False
2018-03-11,47,False
2018-03-18,25,False
2018-03-25,42,False
2018-04-01,37,False
2018-04-08,24,False
2018-04-15,26,False
2018-04-22,49,False
2018-04-29,39,False
2018-05-06,12,False
2018-05-13,13,False
2018-05-20,13,False
2018-05-27,0,False
2018-06-03,12,False
2018-06-10,37,False
2018-06-17,26,False
2018-06-24,39,False
2018-07-01,65,False
2018-07-08,64,False
2018-07-15,39,False
2018-07-22,39,False
2018-07-29,38,False
2018-08-05,37,False
2018-08-12,50,False
2018-08-19,38,False
2018-08-26,25,False
2018-09-02,37,False
2018-09-09,25,False
2018-09-16,12,False
2018-09-23,24,False
2018-09-30,75,False
2018-10-07,100,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,13,False
2018-11-04,12,False
2018-11-11,13,False
2018-11-18,23,False
2018-11-25,0,False
2018-12-02,13,False
2018-12-09,0,False
2018-12-16,39,False
2018-12-23,44,False
2018-12-30,28,False
2019-01-06,26,False
2019-01-13,37,False
2019-01-20,23,False
2019-01-27,47,False
2019-02-03,38,False
2019-02-10,37,False
2019-02-17,62,False
2019-02-24,40,False
2019-03-03,63,False
2019-03-10,13,False
2019-03-17,26,False
2019-03-24,50,False
2019-03-31,60,False
2019-04-07,37,False
2019-04-14,12,False
2019-04-21,47,False
2019-04-28,87,False
2019-05-05,64,False
2019-05-12,38,False
2019-05-19,37,False
2019-05-26,49,False
2019-06-02,36,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,13,False
2019-06-30,50,False
2019-07-07,49,False
2019-07-14,50,False
2019-07-21,25,False
2019-07-28,38,False
2019-08-04,12,False
2019-08-11,24,False
2019-08-18,12,False
2019-08-25,12,False
2019-09-01,23,False
2019-09-08,57,False
2019-09-15,12,False
2019-09-22,12,False
2019-09-29,35,False
2019-10-06,12,False
2019-10-13,23,False
2019-10-20,69,False
2019-10-27,34,False
2019-11-03,56,False
2019-11-10,88,False
2019-11-17,22,False
2019-11-24,11,False
2019-12-01,11,False
2019-12-08,35,False
2019-12-15,21,False
2019-12-22,36,False
2019-12-29,36,False
2020-01-05,46,False
2020-01-12,42,False
2020-01-19,30,False
2020-01-26,22,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,74,False
2020-02-23,22,False
2020-03-01,31,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,45,False
2020-03-29,18,False
2020-04-05,20,False
2020-04-12,47,True
