date,costurera,isPartial
2018-01-07,69,False
2018-01-14,0,False
2018-01-21,100,False
2018-01-28,0,False
2018-02-04,33,False
2018-02-11,35,False
2018-02-18,0,False
2018-02-25,30,False
2018-03-04,66,False
2018-03-11,33,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,65,False
2018-04-08,48,False
2018-04-15,49,False
2018-04-22,33,False
2018-04-29,97,False
2018-05-06,62,False
2018-05-13,32,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,46,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,0,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,30,False
2018-08-05,0,False
2018-08-12,48,False
2018-08-19,0,False
2018-08-26,67,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,31,False
2018-09-23,30,False
2018-09-30,46,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,87,False
2018-11-11,57,False
2018-11-18,59,False
2018-11-25,30,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,32,False
2018-12-23,34,False
2018-12-30,0,False
2019-01-06,64,False
2019-01-13,29,False
2019-01-20,27,False
2019-01-27,29,False
2019-02-03,29,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,34,False
2019-03-10,32,False
2019-03-17,32,False
2019-03-24,94,False
2019-03-31,48,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,64,False
2019-04-28,48,False
2019-05-05,33,False
2019-05-12,33,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,31,False
2019-06-09,0,False
2019-06-16,33,False
2019-06-23,66,False
2019-06-30,32,False
2019-07-07,64,False
2019-07-14,33,False
2019-07-21,0,False
2019-07-28,66,False
2019-08-04,83,False
2019-08-11,32,False
2019-08-18,95,False
2019-08-25,32,False
2019-09-01,32,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,30,False
2019-09-29,46,False
2019-10-06,30,False
2019-10-13,58,False
2019-10-20,28,False
2019-10-27,56,False
2019-11-03,54,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,27,False
2019-12-01,27,False
2019-12-08,29,False
2019-12-15,28,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,52,False
2020-01-26,79,False
2020-02-02,39,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,26,False
2020-03-08,50,False
2020-03-15,0,False
2020-03-22,51,False
2020-03-29,26,False
2020-04-05,0,False
2020-04-12,45,True
