date,costurera,isPartial
2018-01-07,33,False
2018-01-14,44,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,0,False
2018-02-11,43,False
2018-02-18,22,False
2018-02-25,42,False
2018-03-04,43,False
2018-03-11,22,False
2018-03-18,44,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,21,False
2018-04-15,63,False
2018-04-22,52,False
2018-04-29,21,False
2018-05-06,42,False
2018-05-13,43,False
2018-05-20,43,False
2018-05-27,52,False
2018-06-03,21,False
2018-06-10,41,False
2018-06-17,44,False
2018-06-24,22,False
2018-07-01,0,False
2018-07-08,41,False
2018-07-15,75,False
2018-07-22,32,False
2018-07-29,21,False
2018-08-05,21,False
2018-08-12,42,False
2018-08-19,22,False
2018-08-26,43,False
2018-09-02,41,False
2018-09-09,40,False
2018-09-16,51,False
2018-09-23,30,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,22,False
2018-11-04,63,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,33,False
2018-12-16,68,False
2018-12-23,100,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,0,False
2019-02-10,42,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,21,False
2019-03-10,33,False
2019-03-17,22,False
2019-03-24,32,False
2019-03-31,0,False
2019-04-07,21,False
2019-04-14,29,False
2019-04-21,21,False
2019-04-28,21,False
2019-05-05,52,False
2019-05-12,21,False
2019-05-19,30,False
2019-05-26,40,False
2019-06-02,30,False
2019-06-09,20,False
2019-06-16,31,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,39,False
2019-07-14,51,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,21,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,36,False
2019-09-15,20,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,39,False
2019-10-20,0,False
2019-10-27,19,False
2019-11-03,38,False
2019-11-10,0,False
2019-11-17,19,False
2019-11-24,55,False
2019-12-01,19,False
2019-12-08,20,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,19,False
2020-01-12,0,False
2020-01-19,34,False
2020-01-26,73,False
2020-02-02,27,False
2020-02-09,36,False
2020-02-16,27,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,17,False
2020-03-15,33,False
2020-03-22,30,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,28,True
