date,Gas Wasser Installateur,isPartial
2018-01-07,22,False
2018-01-14,33,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,34,False
2018-02-18,23,False
2018-02-25,34,False
2018-03-04,45,False
2018-03-11,22,False
2018-03-18,31,False
2018-03-25,25,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,24,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,0,False
2018-06-10,23,False
2018-06-17,24,False
2018-06-24,50,False
2018-07-01,42,False
2018-07-08,37,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,0,False
2018-08-26,23,False
2018-09-02,23,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,47,False
2018-09-30,25,False
2018-10-07,36,False
2018-10-14,23,False
2018-10-21,23,False
2018-10-28,67,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,91,False
2018-11-25,36,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,49,False
2018-12-23,57,False
2018-12-30,25,False
2019-01-06,47,False
2019-01-13,34,False
2019-01-20,67,False
2019-01-27,45,False
2019-02-03,22,False
2019-02-10,44,False
2019-02-17,45,False
2019-02-24,35,False
2019-03-03,23,False
2019-03-10,22,False
2019-03-17,47,False
2019-03-24,38,False
2019-03-31,30,False
2019-04-07,0,False
2019-04-14,25,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,34,False
2019-05-19,22,False
2019-05-26,47,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,31,False
2019-06-23,47,False
2019-06-30,48,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,100,False
2019-07-28,25,False
2019-08-04,48,False
2019-08-11,22,False
2019-08-18,0,False
2019-08-25,22,False
2019-09-01,22,False
2019-09-08,68,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,48,False
2019-10-06,90,False
2019-10-13,43,False
2019-10-20,21,False
2019-10-27,53,False
2019-11-03,28,False
2019-11-10,42,False
2019-11-17,32,False
2019-11-24,21,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,24,False
2020-01-05,43,False
2020-01-12,41,False
2020-01-19,21,False
2020-01-26,34,False
2020-02-02,54,False
2020-02-09,39,False
2020-02-16,21,False
2020-02-23,30,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,26,False
2020-04-19,19,False
2020-04-26,19,False
2020-05-03,37,False
2020-05-10,19,False
