date,festa 18 anni,isPartial
2018-01-07,33,False
2018-01-14,81,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,48,False
2018-02-11,26,False
2018-02-18,25,False
2018-02-25,16,False
2018-03-04,50,False
2018-03-11,50,False
2018-03-18,58,False
2018-03-25,18,False
2018-04-01,18,False
2018-04-08,70,False
2018-04-15,35,False
2018-04-22,27,False
2018-04-29,95,False
2018-05-06,66,False
2018-05-13,35,False
2018-05-20,26,False
2018-05-27,0,False
2018-06-03,53,False
2018-06-10,57,False
2018-06-17,25,False
2018-06-24,43,False
2018-07-01,77,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,53,False
2018-07-29,36,False
2018-08-05,37,False
2018-08-12,20,False
2018-08-19,61,False
2018-08-26,83,False
2018-09-02,94,False
2018-09-09,67,False
2018-09-16,57,False
2018-09-23,33,False
2018-09-30,100,False
2018-10-07,17,False
2018-10-14,27,False
2018-10-21,17,False
2018-10-28,17,False
2018-11-04,59,False
2018-11-11,36,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,18,False
2018-12-16,36,False
2018-12-23,19,False
2018-12-30,27,False
2019-01-06,94,False
2019-01-13,41,False
2019-01-20,31,False
2019-01-27,40,False
2019-02-03,16,False
2019-02-10,41,False
2019-02-17,24,False
2019-02-24,16,False
2019-03-03,34,False
2019-03-10,65,False
2019-03-17,85,False
2019-03-24,26,False
2019-03-31,42,False
2019-04-07,51,False
2019-04-14,18,False
2019-04-21,71,False
2019-04-28,25,False
2019-05-05,41,False
2019-05-12,49,False
2019-05-19,24,False
2019-05-26,39,False
2019-06-02,34,False
2019-06-09,0,False
2019-06-16,17,False
2019-06-23,18,False
2019-06-30,18,False
2019-07-07,35,False
2019-07-14,36,False
2019-07-21,0,False
2019-07-28,54,False
2019-08-04,28,False
2019-08-11,31,False
2019-08-18,39,False
2019-08-25,42,False
2019-09-01,31,False
2019-09-08,65,False
2019-09-15,31,False
2019-09-22,23,False
2019-09-29,61,False
2019-10-06,49,False
2019-10-13,40,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,22,False
2019-11-10,31,False
2019-11-17,31,False
2019-11-24,16,False
2019-12-01,24,False
2019-12-08,32,False
2019-12-15,48,False
2019-12-22,35,False
2019-12-29,76,False
2020-01-05,55,False
2020-01-12,68,False
2020-01-19,69,False
2020-01-26,53,False
2020-02-02,37,False
2020-02-09,30,False
2020-02-16,23,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,41,False
2020-03-15,0,False
2020-03-22,24,False
2020-03-29,19,False
2020-04-05,20,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,21,True
