date,festa 18 anni,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,32,False
2018-01-28,0,False
2018-02-04,46,False
2018-02-11,32,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,32,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,51,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,69,False
2018-04-29,0,False
2018-05-06,33,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,34,False
2018-06-03,100,False
2018-06-10,31,False
2018-06-17,63,False
2018-06-24,0,False
2018-07-01,32,False
2018-07-08,31,False
2018-07-15,32,False
2018-07-22,31,False
2018-07-29,62,False
2018-08-05,60,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,89,False
2018-09-09,31,False
2018-09-16,79,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,35,False
2018-12-09,34,False
2018-12-16,34,False
2018-12-23,35,False
2018-12-30,65,False
2019-01-06,63,False
2019-01-13,63,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,30,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,0,False
2019-03-24,60,False
2019-03-31,30,False
2019-04-07,29,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,59,False
2019-05-05,74,False
2019-05-12,57,False
2019-05-19,29,False
2019-05-26,41,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,30,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,59,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,29,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,55,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,42,False
2019-10-06,28,False
2019-10-13,29,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,29,False
2020-01-05,27,False
2020-01-12,65,False
2020-01-19,27,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,53,False
2020-02-16,0,False
2020-02-23,50,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,23,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
