date,festa 18 anni,isPartial
2018-01-07,50,False
2018-01-14,98,False
2018-01-21,49,False
2018-01-28,49,False
2018-02-04,33,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,62,False
2018-03-04,30,False
2018-03-11,62,False
2018-03-18,63,False
2018-03-25,49,False
2018-04-01,68,False
2018-04-08,47,False
2018-04-15,0,False
2018-04-22,33,False
2018-04-29,32,False
2018-05-06,32,False
2018-05-13,93,False
2018-05-20,62,False
2018-05-27,31,False
2018-06-03,32,False
2018-06-10,63,False
2018-06-17,32,False
2018-06-24,33,False
2018-07-01,48,False
2018-07-08,33,False
2018-07-15,33,False
2018-07-22,34,False
2018-07-29,71,False
2018-08-05,38,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,51,False
2018-09-02,0,False
2018-09-09,46,False
2018-09-16,45,False
2018-09-23,62,False
2018-09-30,61,False
2018-10-07,31,False
2018-10-14,62,False
2018-10-21,31,False
2018-10-28,31,False
2018-11-04,73,False
2018-11-11,45,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,62,False
2019-01-13,73,False
2019-01-20,59,False
2019-01-27,73,False
2019-02-03,30,False
2019-02-10,44,False
2019-02-17,30,False
2019-02-24,46,False
2019-03-03,31,False
2019-03-10,92,False
2019-03-17,93,False
2019-03-24,47,False
2019-03-31,47,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,70,False
2019-04-28,64,False
2019-05-05,61,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,93,False
2019-06-23,32,False
2019-06-30,96,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,63,False
2019-08-18,39,False
2019-08-25,34,False
2019-09-01,73,False
2019-09-08,30,False
2019-09-15,72,False
2019-09-22,100,False
2019-09-29,0,False
2019-10-06,44,False
2019-10-13,29,False
2019-10-20,28,False
2019-10-27,57,False
2019-11-03,27,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,43,False
2019-12-22,70,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,66,False
2020-01-19,68,False
2020-01-26,40,False
2020-02-02,53,False
2020-02-09,27,False
2020-02-16,53,False
2020-02-23,0,False
2020-03-01,51,False
2020-03-08,25,False
2020-03-15,26,False
2020-03-22,24,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,26,False
2020-04-19,0,False
2020-04-26,0,True
