date,festa 18 anni,isPartial
2018-01-07,76,False
2018-01-14,29,False
2018-01-21,65,False
2018-01-28,28,False
2018-02-04,37,False
2018-02-11,18,False
2018-02-18,17,False
2018-02-25,50,False
2018-03-04,33,False
2018-03-11,100,False
2018-03-18,26,False
2018-03-25,27,False
2018-04-01,28,False
2018-04-08,51,False
2018-04-15,35,False
2018-04-22,28,False
2018-04-29,35,False
2018-05-06,17,False
2018-05-13,17,False
2018-05-20,25,False
2018-05-27,35,False
2018-06-03,27,False
2018-06-10,17,False
2018-06-17,33,False
2018-06-24,44,False
2018-07-01,26,False
2018-07-08,35,False
2018-07-15,27,False
2018-07-22,54,False
2018-07-29,18,False
2018-08-05,19,False
2018-08-12,69,False
2018-08-19,24,False
2018-08-26,50,False
2018-09-02,61,False
2018-09-09,84,False
2018-09-16,57,False
2018-09-23,59,False
2018-09-30,17,False
2018-10-07,34,False
2018-10-14,17,False
2018-10-21,84,False
2018-10-28,41,False
2018-11-04,56,False
2018-11-11,0,False
2018-11-18,33,False
2018-11-25,17,False
2018-12-02,39,False
2018-12-09,70,False
2018-12-16,18,False
2018-12-23,34,False
2018-12-30,39,False
2019-01-06,19,False
2019-01-13,64,False
2019-01-20,53,False
2019-01-27,32,False
2019-02-03,55,False
2019-02-10,37,False
2019-02-17,55,False
2019-02-24,41,False
2019-03-03,87,False
2019-03-10,29,False
2019-03-17,29,False
2019-03-24,47,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,18,False
2019-04-21,32,False
2019-04-28,73,False
2019-05-05,50,False
2019-05-12,54,False
2019-05-19,46,False
2019-05-26,52,False
2019-06-02,37,False
2019-06-09,46,False
2019-06-16,39,False
2019-06-23,19,False
2019-06-30,20,False
2019-07-07,27,False
2019-07-14,40,False
2019-07-21,19,False
2019-07-28,42,False
2019-08-04,45,False
2019-08-11,25,False
2019-08-18,35,False
2019-08-25,30,False
2019-09-01,44,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,53,False
2019-09-29,18,False
2019-10-06,55,False
2019-10-13,46,False
2019-10-20,70,False
2019-10-27,36,False
2019-11-03,34,False
2019-11-10,26,False
2019-11-17,27,False
2019-11-24,17,False
2019-12-01,45,False
2019-12-08,54,False
2019-12-15,18,False
2019-12-22,22,False
2019-12-29,42,False
2020-01-05,64,False
2020-01-12,92,False
2020-01-19,51,False
2020-01-26,25,False
2020-02-02,42,False
2020-02-09,42,False
2020-02-16,51,False
2020-02-23,33,False
2020-03-01,49,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,30,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,0,False
2020-04-26,0,True
