date,vidéaste,isPartial
2018-01-07,34,False
2018-01-14,52,False
2018-01-21,67,False
2018-01-28,68,False
2018-02-04,0,False
2018-02-11,35,False
2018-02-18,37,False
2018-02-25,37,False
2018-03-04,35,False
2018-03-11,35,False
2018-03-18,35,False
2018-03-25,36,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,95,False
2018-05-13,35,False
2018-05-20,53,False
2018-05-27,34,False
2018-06-03,51,False
2018-06-10,67,False
2018-06-17,67,False
2018-06-24,0,False
2018-07-01,34,False
2018-07-08,36,False
2018-07-15,39,False
2018-07-22,0,False
2018-07-29,83,False
2018-08-05,43,False
2018-08-12,45,False
2018-08-19,42,False
2018-08-26,74,False
2018-09-02,47,False
2018-09-09,34,False
2018-09-16,34,False
2018-09-23,52,False
2018-09-30,34,False
2018-10-07,0,False
2018-10-14,49,False
2018-10-21,33,False
2018-10-28,73,False
2018-11-04,34,False
2018-11-11,33,False
2018-11-18,67,False
2018-11-25,34,False
2018-12-02,51,False
2018-12-09,35,False
2018-12-16,35,False
2018-12-23,43,False
2018-12-30,0,False
2019-01-06,35,False
2019-01-13,35,False
2019-01-20,0,False
2019-01-27,34,False
2019-02-03,64,False
2019-02-10,34,False
2019-02-17,34,False
2019-02-24,35,False
2019-03-03,35,False
2019-03-10,0,False
2019-03-17,35,False
2019-03-24,55,False
2019-03-31,35,False
2019-04-07,36,False
2019-04-14,0,False
2019-04-21,66,False
2019-04-28,97,False
2019-05-05,38,False
2019-05-12,74,False
2019-05-19,48,False
2019-05-26,38,False
2019-06-02,49,False
2019-06-09,36,False
2019-06-16,36,False
2019-06-23,36,False
2019-06-30,36,False
2019-07-07,37,False
2019-07-14,80,False
2019-07-21,42,False
2019-07-28,0,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,69,False
2019-08-25,40,False
2019-09-01,36,False
2019-09-08,53,False
2019-09-15,35,False
2019-09-22,0,False
2019-09-29,34,False
2019-10-06,35,False
2019-10-13,35,False
2019-10-20,54,False
2019-10-27,0,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,49,False
2019-12-08,33,False
2019-12-15,34,False
2019-12-22,41,False
2019-12-29,39,False
2020-01-05,33,False
2020-01-12,49,False
2020-01-19,34,False
2020-01-26,33,False
2020-02-02,33,False
2020-02-09,68,False
2020-02-16,34,False
2020-02-23,49,False
2020-03-01,64,False
2020-03-08,32,False
2020-03-15,34,False
2020-03-22,0,False
2020-03-29,67,False
2020-04-05,34,False
2020-04-12,52,False
2020-04-19,100,False
2020-04-26,49,False
2020-05-03,31,False
2020-05-10,0,False
2020-05-17,40,True
