date,Teppichreinigung,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,98,False
2018-01-28,33,False
2018-02-04,69,False
2018-02-11,52,False
2018-02-18,34,False
2018-02-25,34,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,36,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,36,False
2018-04-22,69,False
2018-04-29,36,False
2018-05-06,72,False
2018-05-13,52,False
2018-05-20,35,False
2018-05-27,53,False
2018-06-03,0,False
2018-06-10,33,False
2018-06-17,70,False
2018-06-24,36,False
2018-07-01,54,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,72,False
2018-07-29,86,False
2018-08-05,34,False
2018-08-12,68,False
2018-08-19,68,False
2018-08-26,34,False
2018-09-02,35,False
2018-09-09,35,False
2018-09-16,70,False
2018-09-23,70,False
2018-09-30,37,False
2018-10-07,36,False
2018-10-14,70,False
2018-10-21,68,False
2018-10-28,33,False
2018-11-04,33,False
2018-11-11,34,False
2018-11-18,49,False
2018-11-25,65,False
2018-12-02,50,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,37,False
2018-12-30,0,False
2019-01-06,47,False
2019-01-13,62,False
2019-01-20,62,False
2019-01-27,0,False
2019-02-03,63,False
2019-02-10,65,False
2019-02-17,33,False
2019-02-24,69,False
2019-03-03,49,False
2019-03-10,31,False
2019-03-17,0,False
2019-03-24,33,False
2019-03-31,50,False
2019-04-07,0,False
2019-04-14,35,False
2019-04-21,34,False
2019-04-28,50,False
2019-05-05,63,False
2019-05-12,100,False
2019-05-19,32,False
2019-05-26,65,False
2019-06-02,0,False
2019-06-09,66,False
2019-06-16,50,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,50,False
2019-07-14,87,False
2019-07-21,36,False
2019-07-28,70,False
2019-08-04,34,False
2019-08-11,0,False
2019-08-18,32,False
2019-08-25,65,False
2019-09-01,0,False
2019-09-08,49,False
2019-09-15,33,False
2019-09-22,79,False
2019-09-29,33,False
2019-10-06,32,False
2019-10-13,31,False
2019-10-20,46,False
2019-10-27,45,False
2019-11-03,30,False
2019-11-10,0,False
2019-11-17,59,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,46,False
2019-12-22,33,False
2019-12-29,31,False
2020-01-05,29,False
2020-01-12,0,False
2020-01-19,87,False
2020-01-26,43,False
2020-02-02,0,False
2020-02-09,70,False
2020-02-16,0,False
2020-02-23,27,False
2020-03-01,28,False
2020-03-08,26,False
2020-03-15,50,False
2020-03-22,0,False
2020-03-29,49,False
2020-04-05,27,False
2020-04-12,25,False
2020-04-19,25,False
2020-04-26,25,False
2020-05-03,37,False
2020-05-10,50,False
