date,tapezieren,isPartial
2018-01-07,69,False
2018-01-14,72,False
2018-01-21,31,False
2018-01-28,59,False
2018-02-04,31,False
2018-02-11,62,False
2018-02-18,78,False
2018-02-25,71,False
2018-03-04,76,False
2018-03-11,74,False
2018-03-18,51,False
2018-03-25,64,False
2018-04-01,33,False
2018-04-08,31,False
2018-04-15,42,False
2018-04-22,46,False
2018-04-29,43,False
2018-05-06,0,False
2018-05-13,39,False
2018-05-20,30,False
2018-05-27,59,False
2018-06-03,41,False
2018-06-10,29,False
2018-06-17,29,False
2018-06-24,91,False
2018-07-01,31,False
2018-07-08,52,False
2018-07-15,0,False
2018-07-22,32,False
2018-07-29,62,False
2018-08-05,49,False
2018-08-12,39,False
2018-08-19,44,False
2018-08-26,30,False
2018-09-02,50,False
2018-09-09,59,False
2018-09-16,76,False
2018-09-23,30,False
2018-09-30,71,False
2018-10-07,53,False
2018-10-14,31,False
2018-10-21,43,False
2018-10-28,0,False
2018-11-04,38,False
2018-11-11,29,False
2018-11-18,57,False
2018-11-25,29,False
2018-12-02,58,False
2018-12-09,29,False
2018-12-16,0,False
2018-12-23,44,False
2018-12-30,50,False
2019-01-06,46,False
2019-01-13,68,False
2019-01-20,37,False
2019-01-27,46,False
2019-02-03,41,False
2019-02-10,47,False
2019-02-17,75,False
2019-02-24,59,False
2019-03-03,42,False
2019-03-10,65,False
2019-03-17,39,False
2019-03-24,66,False
2019-03-31,29,False
2019-04-07,29,False
2019-04-14,51,False
2019-04-21,46,False
2019-04-28,55,False
2019-05-05,28,False
2019-05-12,38,False
2019-05-19,28,False
2019-05-26,49,False
2019-06-02,48,False
2019-06-09,28,False
2019-06-16,42,False
2019-06-23,29,False
2019-06-30,71,False
2019-07-07,48,False
2019-07-14,92,False
2019-07-21,31,False
2019-07-28,30,False
2019-08-04,40,False
2019-08-11,78,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,69,False
2019-09-08,57,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,27,False
2019-10-06,41,False
2019-10-13,71,False
2019-10-20,85,False
2019-10-27,44,False
2019-11-03,26,False
2019-11-10,66,False
2019-11-17,66,False
2019-11-24,26,False
2019-12-01,36,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,30,False
2019-12-29,70,False
2020-01-05,50,False
2020-01-12,61,False
2020-01-19,100,False
2020-01-26,41,False
2020-02-02,37,False
2020-02-09,65,False
2020-02-16,60,False
2020-02-23,40,False
2020-03-01,33,False
2020-03-08,54,False
2020-03-15,45,False
2020-03-22,33,False
2020-03-29,58,False
2020-04-05,49,False
2020-04-12,39,False
2020-04-19,35,False
2020-04-26,37,False
2020-05-03,31,False
2020-05-10,68,False
2020-05-17,83,True
