date,tapezieren,isPartial
2018-01-07,42,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,22,False
2018-02-11,74,False
2018-02-18,31,False
2018-02-25,63,False
2018-03-04,84,False
2018-03-11,21,False
2018-03-18,63,False
2018-03-25,22,False
2018-04-01,47,False
2018-04-08,45,False
2018-04-15,23,False
2018-04-22,22,False
2018-04-29,23,False
2018-05-06,23,False
2018-05-13,22,False
2018-05-20,0,False
2018-05-27,46,False
2018-06-03,22,False
2018-06-10,32,False
2018-06-17,22,False
2018-06-24,64,False
2018-07-01,33,False
2018-07-08,22,False
2018-07-15,45,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,35,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,44,False
2018-09-09,55,False
2018-09-16,22,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,45,False
2018-10-28,100,False
2018-11-04,21,False
2018-11-11,22,False
2018-11-18,31,False
2018-11-25,32,False
2018-12-02,21,False
2018-12-09,32,False
2018-12-16,44,False
2018-12-23,49,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,40,False
2019-01-27,40,False
2019-02-03,41,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,60,False
2019-03-10,29,False
2019-03-17,41,False
2019-03-24,31,False
2019-03-31,21,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,22,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,0,False
2019-05-19,30,False
2019-05-26,20,False
2019-06-02,42,False
2019-06-09,43,False
2019-06-16,21,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,44,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,54,False
2019-08-18,31,False
2019-08-25,62,False
2019-09-01,20,False
2019-09-08,31,False
2019-09-15,20,False
2019-09-22,81,False
2019-09-29,38,False
2019-10-06,0,False
2019-10-13,30,False
2019-10-20,20,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,38,False
2019-11-17,19,False
2019-11-24,66,False
2019-12-01,19,False
2019-12-08,39,False
2019-12-15,20,False
2019-12-22,22,False
2019-12-29,60,False
2020-01-05,28,False
2020-01-12,35,False
2020-01-19,54,False
2020-01-26,26,False
2020-02-02,53,False
2020-02-09,18,False
2020-02-16,18,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,50,False
2020-03-15,34,False
2020-03-22,16,False
2020-03-29,33,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,68,False
2020-05-03,44,False
2020-05-10,26,False
2020-05-17,28,False
2020-05-24,35,False
2020-05-31,26,False
2020-06-07,35,False
2020-06-14,34,False
2020-06-21,35,False
2020-06-28,18,False
2020-07-05,19,False
