date,tapezieren,isPartial
2018-01-07,72,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,100,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,59,False
2018-03-04,48,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,51,False
2018-04-08,0,False
2018-04-15,52,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,24,False
2018-06-03,25,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,50,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,50,False
2018-09-02,25,False
2018-09-09,49,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,26,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,0,False
2018-10-28,59,False
2018-11-04,23,False
2018-11-11,23,False
2018-11-18,68,False
2018-11-25,0,False
2018-12-02,24,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,21,False
2019-01-20,64,False
2019-01-27,0,False
2019-02-03,66,False
2019-02-10,23,False
2019-02-17,45,False
2019-02-24,34,False
2019-03-03,0,False
2019-03-10,44,False
2019-03-17,46,False
2019-03-24,45,False
2019-03-31,35,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,22,False
2019-05-05,0,False
2019-05-12,46,False
2019-05-19,45,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,45,False
2019-06-16,0,False
2019-06-23,45,False
2019-06-30,34,False
2019-07-07,0,False
2019-07-14,47,False
2019-07-21,0,False
2019-07-28,47,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,0,False
2019-08-25,22,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,43,False
2019-10-06,22,False
2019-10-13,42,False
2019-10-20,42,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,41,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,41,False
2019-12-15,31,False
2019-12-22,21,False
2019-12-29,21,False
2020-01-05,19,False
2020-01-12,19,False
2020-01-19,29,False
2020-01-26,19,False
2020-02-02,38,False
2020-02-09,29,False
2020-02-16,19,False
2020-02-23,28,False
2020-03-01,38,False
2020-03-08,62,False
2020-03-15,52,False
2020-03-22,25,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,17,False
2020-05-03,35,False
2020-05-10,70,False
2020-05-17,0,True
