date,tapezieren,isPartial
2018-01-07,38,False
2018-01-14,0,False
2018-01-21,37,False
2018-01-28,37,False
2018-02-04,56,False
2018-02-11,72,False
2018-02-18,36,False
2018-02-25,54,False
2018-03-04,37,False
2018-03-11,0,False
2018-03-18,73,False
2018-03-25,77,False
2018-04-01,39,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,37,False
2018-04-29,40,False
2018-05-06,42,False
2018-05-13,38,False
2018-05-20,41,False
2018-05-27,0,False
2018-06-03,76,False
2018-06-10,35,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,38,False
2018-07-08,0,False
2018-07-15,42,False
2018-07-22,0,False
2018-07-29,41,False
2018-08-05,39,False
2018-08-12,0,False
2018-08-19,78,False
2018-08-26,0,False
2018-09-02,78,False
2018-09-09,39,False
2018-09-16,38,False
2018-09-23,0,False
2018-09-30,43,False
2018-10-07,0,False
2018-10-14,75,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,54,False
2018-11-11,0,False
2018-11-18,36,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,39,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,35,False
2019-01-13,0,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,54,False
2019-02-17,36,False
2019-02-24,54,False
2019-03-03,36,False
2019-03-10,37,False
2019-03-17,36,False
2019-03-24,0,False
2019-03-31,55,False
2019-04-07,74,False
2019-04-14,0,False
2019-04-21,40,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,58,False
2019-06-09,40,False
2019-06-16,80,False
2019-06-23,41,False
2019-06-30,41,False
2019-07-07,42,False
2019-07-14,87,False
2019-07-21,0,False
2019-07-28,44,False
2019-08-04,41,False
2019-08-11,79,False
2019-08-18,0,False
2019-08-25,40,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,73,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,38,False
2019-11-03,36,False
2019-11-10,75,False
2019-11-17,67,False
2019-11-24,36,False
2019-12-01,38,False
2019-12-08,38,False
2019-12-15,39,False
2019-12-22,54,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,0,False
2020-01-26,100,False
2020-02-02,70,False
2020-02-09,66,False
2020-02-16,46,False
2020-02-23,60,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,30,False
2020-03-22,0,False
2020-03-29,27,False
2020-04-05,0,False
2020-04-12,85,False
2020-04-19,28,False
2020-04-26,55,False
2020-05-03,41,False
2020-05-10,56,False
2020-05-17,68,True
