date,Montage vidéo,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,49,False
2018-02-04,0,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,23,False
2018-03-11,24,False
2018-03-18,60,False
2018-03-25,36,False
2018-04-01,36,False
2018-04-08,34,False
2018-04-15,52,False
2018-04-22,25,False
2018-04-29,23,False
2018-05-06,47,False
2018-05-13,24,False
2018-05-20,25,False
2018-05-27,23,False
2018-06-03,48,False
2018-06-10,46,False
2018-06-17,25,False
2018-06-24,48,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,35,False
2018-07-22,23,False
2018-07-29,44,False
2018-08-05,21,False
2018-08-12,21,False
2018-08-19,22,False
2018-08-26,23,False
2018-09-02,47,False
2018-09-09,36,False
2018-09-16,0,False
2018-09-23,24,False
2018-09-30,25,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,26,False
2018-10-28,24,False
2018-11-04,48,False
2018-11-11,0,False
2018-11-18,32,False
2018-11-25,37,False
2018-12-02,25,False
2018-12-09,100,False
2018-12-16,51,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,25,False
2019-01-13,41,False
2019-01-20,24,False
2019-01-27,23,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,49,False
2019-02-24,39,False
2019-03-03,0,False
2019-03-10,50,False
2019-03-17,26,False
2019-03-24,25,False
2019-03-31,37,False
2019-04-07,24,False
2019-04-14,47,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,47,False
2019-05-12,39,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,30,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,43,False
2019-07-14,32,False
2019-07-21,32,False
2019-07-28,20,False
2019-08-04,20,False
2019-08-11,20,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,22,False
2019-09-08,22,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,22,False
2019-10-06,30,False
2019-10-13,33,False
2019-10-20,32,False
2019-10-27,22,False
2019-11-03,0,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,43,False
2019-12-15,0,False
2019-12-22,41,False
2019-12-29,23,False
2020-01-05,32,False
2020-01-12,41,False
2020-01-19,41,False
2020-01-26,42,False
2020-02-02,21,False
2020-02-09,44,False
2020-02-16,42,False
2020-02-23,20,False
2020-03-01,26,False
2020-03-08,50,False
2020-03-15,18,False
2020-03-22,39,False
2020-03-29,23,False
2020-04-05,71,False
2020-04-12,81,False
2020-04-19,67,False
2020-04-26,50,False
2020-05-03,33,False
2020-05-10,23,False
2020-05-17,37,True
