date,Montage vidéo,isPartial
2018-01-07,17,False
2018-01-14,35,False
2018-01-21,35,False
2018-01-28,35,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,34,False
2018-03-04,26,False
2018-03-11,35,False
2018-03-18,44,False
2018-03-25,0,False
2018-04-01,18,False
2018-04-08,34,False
2018-04-15,18,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,36,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,17,False
2018-06-17,18,False
2018-06-24,17,False
2018-07-01,17,False
2018-07-08,26,False
2018-07-15,18,False
2018-07-22,17,False
2018-07-29,51,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,26,False
2018-08-26,18,False
2018-09-02,0,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,18,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,19,False
2018-10-28,35,False
2018-11-04,0,False
2018-11-11,18,False
2018-11-18,36,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,19,False
2018-12-16,57,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,55,False
2019-01-13,36,False
2019-01-20,26,False
2019-01-27,17,False
2019-02-03,37,False
2019-02-10,0,False
2019-02-17,19,False
2019-02-24,18,False
2019-03-03,18,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,36,False
2019-04-14,36,False
2019-04-21,17,False
2019-04-28,27,False
2019-05-05,35,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,35,False
2019-06-02,33,False
2019-06-09,16,False
2019-06-16,33,False
2019-06-23,50,False
2019-06-30,17,False
2019-07-07,25,False
2019-07-14,34,False
2019-07-21,34,False
2019-07-28,43,False
2019-08-04,34,False
2019-08-11,15,False
2019-08-18,29,False
2019-08-25,15,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,48,False
2019-09-22,32,False
2019-09-29,0,False
2019-10-06,16,False
2019-10-13,32,False
2019-10-20,40,False
2019-10-27,49,False
2019-11-03,32,False
2019-11-10,39,False
2019-11-17,15,False
2019-11-24,23,False
2019-12-01,31,False
2019-12-08,32,False
2019-12-15,23,False
2019-12-22,18,False
2019-12-29,33,False
2020-01-05,15,False
2020-01-12,15,False
2020-01-19,0,False
2020-01-26,15,False
2020-02-02,23,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,29,False
2020-03-01,14,False
2020-03-08,14,False
2020-03-15,13,False
2020-03-22,50,False
2020-03-29,63,False
2020-04-05,51,False
2020-04-12,59,False
2020-04-19,100,False
2020-04-26,60,False
2020-05-03,48,False
2020-05-10,37,False
2020-05-17,31,True
