date,Montage vidéo,isPartial
2018-01-07,0,False
2018-01-14,64,False
2018-01-21,32,False
2018-01-28,0,False
2018-02-04,34,False
2018-02-11,51,False
2018-02-18,69,False
2018-02-25,0,False
2018-03-04,33,False
2018-03-11,34,False
2018-03-18,50,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,73,False
2018-04-22,33,False
2018-04-29,32,False
2018-05-06,98,False
2018-05-13,100,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,64,False
2018-06-10,46,False
2018-06-17,66,False
2018-06-24,82,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,80,False
2018-07-22,32,False
2018-07-29,62,False
2018-08-05,60,False
2018-08-12,31,False
2018-08-19,94,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,35,False
2018-10-28,66,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,35,False
2019-02-17,0,False
2019-02-24,37,False
2019-03-03,33,False
2019-03-10,66,False
2019-03-17,0,False
2019-03-24,33,False
2019-03-31,58,False
2019-04-07,72,False
2019-04-14,30,False
2019-04-21,0,False
2019-04-28,82,False
2019-05-05,28,False
2019-05-12,55,False
2019-05-19,55,False
2019-05-26,42,False
2019-06-02,25,False
2019-06-09,39,False
2019-06-16,54,False
2019-06-23,55,False
2019-06-30,52,False
2019-07-07,0,False
2019-07-14,26,False
2019-07-21,28,False
2019-07-28,57,False
2019-08-04,83,False
2019-08-11,27,False
2019-08-18,28,False
2019-08-25,80,False
2019-09-01,27,False
2019-09-08,27,False
2019-09-15,25,False
2019-09-22,100,False
2019-09-29,38,False
2019-10-06,54,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,78,False
2019-11-03,25,False
2019-11-10,38,False
2019-11-17,27,False
2019-11-24,26,False
2019-12-01,54,False
2019-12-08,53,False
2019-12-15,26,False
2019-12-22,29,False
2019-12-29,55,False
2020-01-05,76,False
2020-01-12,49,False
2020-01-19,38,False
2020-01-26,63,False
2020-02-02,26,False
2020-02-09,63,False
2020-02-16,25,False
2020-02-23,50,False
2020-03-01,37,False
2020-03-08,48,False
2020-03-15,58,False
2020-03-22,80,False
2020-03-29,67,False
2020-04-05,78,False
2020-04-12,78,False
2020-04-19,89,False
2020-04-26,96,False
2020-05-03,33,False
2020-05-10,45,False
2020-05-17,29,True
