date,piante grasse,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,29,False
2018-02-18,54,False
2018-02-25,53,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,28,False
2018-03-25,60,False
2018-04-01,31,False
2018-04-08,85,False
2018-04-15,0,False
2018-04-22,61,False
2018-04-29,59,False
2018-05-06,29,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,74,False
2018-06-03,72,False
2018-06-10,42,False
2018-06-17,0,False
2018-06-24,72,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,42,False
2018-07-29,57,False
2018-08-05,57,False
2018-08-12,28,False
2018-08-19,29,False
2018-08-26,53,False
2018-09-02,28,False
2018-09-09,28,False
2018-09-16,71,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,89,False
2018-10-14,30,False
2018-10-21,30,False
2018-10-28,29,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,56,False
2018-11-25,57,False
2018-12-02,60,False
2018-12-09,28,False
2018-12-16,28,False
2018-12-23,49,False
2018-12-30,59,False
2019-01-06,27,False
2019-01-13,66,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,39,False
2019-02-10,26,False
2019-02-17,53,False
2019-02-24,26,False
2019-03-03,40,False
2019-03-10,52,False
2019-03-17,27,False
2019-03-24,26,False
2019-03-31,40,False
2019-04-07,52,False
2019-04-14,28,False
2019-04-21,55,False
2019-04-28,52,False
2019-05-05,64,False
2019-05-12,25,False
2019-05-19,51,False
2019-05-26,72,False
2019-06-02,40,False
2019-06-09,81,False
2019-06-16,40,False
2019-06-23,66,False
2019-06-30,81,False
2019-07-07,25,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,52,False
2019-08-04,39,False
2019-08-11,26,False
2019-08-18,62,False
2019-08-25,60,False
2019-09-01,24,False
2019-09-08,26,False
2019-09-15,100,False
2019-09-22,25,False
2019-09-29,24,False
2019-10-06,38,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,49,False
2019-11-24,24,False
2019-12-01,24,False
2019-12-08,25,False
2019-12-15,25,False
2019-12-22,29,False
2019-12-29,41,False
2020-01-05,36,False
2020-01-12,45,False
2020-01-19,23,False
2020-01-26,34,False
2020-02-02,44,False
2020-02-09,23,False
2020-02-16,47,False
2020-02-23,63,False
2020-03-01,21,False
2020-03-08,51,False
2020-03-15,30,False
2020-03-22,37,False
2020-03-29,29,False
2020-04-05,21,False
2020-04-12,91,False
2020-04-19,0,False
2020-04-26,33,True
