date,piante grasse,isPartial
2018-01-07,45,False
2018-01-14,20,False
2018-01-21,39,False
2018-01-28,58,False
2018-02-04,25,False
2018-02-11,26,False
2018-02-18,40,False
2018-02-25,48,False
2018-03-04,55,False
2018-03-11,48,False
2018-03-18,48,False
2018-03-25,97,False
2018-04-01,31,False
2018-04-08,41,False
2018-04-15,48,False
2018-04-22,73,False
2018-04-29,57,False
2018-05-06,100,False
2018-05-13,42,False
2018-05-20,64,False
2018-05-27,22,False
2018-06-03,36,False
2018-06-10,65,False
2018-06-17,41,False
2018-06-24,68,False
2018-07-01,49,False
2018-07-08,48,False
2018-07-15,43,False
2018-07-22,47,False
2018-07-29,33,False
2018-08-05,64,False
2018-08-12,79,False
2018-08-19,61,False
2018-08-26,33,False
2018-09-02,46,False
2018-09-09,61,False
2018-09-16,58,False
2018-09-23,72,False
2018-09-30,53,False
2018-10-07,21,False
2018-10-14,28,False
2018-10-21,35,False
2018-10-28,13,False
2018-11-04,34,False
2018-11-11,29,False
2018-11-18,42,False
2018-11-25,28,False
2018-12-02,22,False
2018-12-09,14,False
2018-12-16,61,False
2018-12-23,24,False
2018-12-30,49,False
2019-01-06,33,False
2019-01-13,27,False
2019-01-20,32,False
2019-01-27,33,False
2019-02-03,45,False
2019-02-10,13,False
2019-02-17,46,False
2019-02-24,46,False
2019-03-03,35,False
2019-03-10,53,False
2019-03-17,67,False
2019-03-24,80,False
2019-03-31,58,False
2019-04-07,47,False
2019-04-14,62,False
2019-04-21,43,False
2019-04-28,47,False
2019-05-05,13,False
2019-05-12,58,False
2019-05-19,59,False
2019-05-26,37,False
2019-06-02,27,False
2019-06-09,55,False
2019-06-16,28,False
2019-06-23,48,False
2019-06-30,35,False
2019-07-07,21,False
2019-07-14,60,False
2019-07-21,35,False
2019-07-28,88,False
2019-08-04,40,False
2019-08-11,54,False
2019-08-18,31,False
2019-08-25,55,False
2019-09-01,24,False
2019-09-08,51,False
2019-09-15,31,False
2019-09-22,32,False
2019-09-29,64,False
2019-10-06,32,False
2019-10-13,40,False
2019-10-20,62,False
2019-10-27,32,False
2019-11-03,31,False
2019-11-10,32,False
2019-11-17,39,False
2019-11-24,39,False
2019-12-01,53,False
2019-12-08,20,False
2019-12-15,20,False
2019-12-22,14,False
2019-12-29,14,False
2020-01-05,19,False
2020-01-12,37,False
2020-01-19,25,False
2020-01-26,37,False
2020-02-02,18,False
2020-02-09,25,False
2020-02-16,38,False
2020-02-23,18,False
2020-03-01,53,False
2020-03-08,22,False
2020-03-15,47,False
2020-03-22,35,False
2020-03-29,30,False
2020-04-05,32,False
2020-04-12,93,False
2020-04-19,51,False
2020-04-26,54,True
