date,piante grasse,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,41,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,39,False
2018-03-25,42,False
2018-04-01,44,False
2018-04-08,40,False
2018-04-15,21,False
2018-04-22,64,False
2018-04-29,58,False
2018-05-06,40,False
2018-05-13,20,False
2018-05-20,0,False
2018-05-27,20,False
2018-06-03,57,False
2018-06-10,53,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,49,False
2018-07-15,49,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,15,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,17,False
2018-09-02,16,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,40,False
2018-10-21,21,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,42,False
2018-11-18,40,False
2018-11-25,41,False
2018-12-02,0,False
2018-12-09,42,False
2018-12-16,44,False
2018-12-23,48,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,39,False
2019-01-27,0,False
2019-02-03,41,False
2019-02-10,0,False
2019-02-17,63,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,21,False
2019-03-24,64,False
2019-03-31,42,False
2019-04-07,60,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,40,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,37,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,74,False
2019-06-23,0,False
2019-06-30,74,False
2019-07-07,35,False
2019-07-14,17,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,33,False
2019-08-11,15,False
2019-08-18,15,False
2019-08-25,30,False
2019-09-01,77,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,69,False
2019-09-29,18,False
2019-10-06,54,False
2019-10-13,37,False
2019-10-20,0,False
2019-10-27,19,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,51,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,36,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,33,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,32,False
2020-02-09,17,False
2020-02-16,0,False
2020-02-23,32,False
2020-03-01,15,False
2020-03-08,0,False
2020-03-15,72,False
2020-03-22,0,False
2020-03-29,14,False
2020-04-05,75,False
2020-04-12,45,False
2020-04-19,0,False
2020-04-26,100,True
