date,piante grasse,isPartial
2018-01-07,41,False
2018-01-14,62,False
2018-01-21,30,False
2018-01-28,20,False
2018-02-04,29,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,39,False
2018-03-11,39,False
2018-03-18,20,False
2018-03-25,20,False
2018-04-01,31,False
2018-04-08,19,False
2018-04-15,41,False
2018-04-22,72,False
2018-04-29,19,False
2018-05-06,29,False
2018-05-13,39,False
2018-05-20,20,False
2018-05-27,59,False
2018-06-03,29,False
2018-06-10,37,False
2018-06-17,19,False
2018-06-24,0,False
2018-07-01,19,False
2018-07-08,37,False
2018-07-15,18,False
2018-07-22,18,False
2018-07-29,19,False
2018-08-05,18,False
2018-08-12,26,False
2018-08-19,46,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,20,False
2018-09-16,0,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,50,False
2018-10-14,21,False
2018-10-21,20,False
2018-10-28,38,False
2018-11-04,19,False
2018-11-11,21,False
2018-11-18,40,False
2018-11-25,21,False
2018-12-02,21,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,41,False
2019-01-13,39,False
2019-01-20,37,False
2019-01-27,71,False
2019-02-03,37,False
2019-02-10,38,False
2019-02-17,30,False
2019-02-24,59,False
2019-03-03,0,False
2019-03-10,38,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,76,False
2019-04-07,47,False
2019-04-14,19,False
2019-04-21,17,False
2019-04-28,18,False
2019-05-05,45,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,35,False
2019-06-02,19,False
2019-06-09,71,False
2019-06-16,0,False
2019-06-23,18,False
2019-06-30,45,False
2019-07-07,34,False
2019-07-14,17,False
2019-07-21,26,False
2019-07-28,0,False
2019-08-04,34,False
2019-08-11,25,False
2019-08-18,16,False
2019-08-25,33,False
2019-09-01,17,False
2019-09-08,36,False
2019-09-15,0,False
2019-09-22,34,False
2019-09-29,17,False
2019-10-06,36,False
2019-10-13,51,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,41,False
2019-11-10,17,False
2019-11-17,32,False
2019-11-24,17,False
2019-12-01,17,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,19,False
2020-01-05,27,False
2020-01-12,25,False
2020-01-19,0,False
2020-01-26,26,False
2020-02-02,0,False
2020-02-09,26,False
2020-02-16,43,False
2020-02-23,16,False
2020-03-01,24,False
2020-03-08,15,False
2020-03-15,31,False
2020-03-22,21,False
2020-03-29,44,False
2020-04-05,30,False
2020-04-12,15,False
2020-04-19,29,False
2020-04-26,100,True
