date,piante grasse,isPartial
2018-01-07,92,False
2018-01-14,0,False
2018-01-21,47,False
2018-01-28,35,False
2018-02-04,47,False
2018-02-11,24,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,24,False
2018-03-11,34,False
2018-03-18,45,False
2018-03-25,49,False
2018-04-01,97,False
2018-04-08,36,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,23,False
2018-05-06,47,False
2018-05-13,0,False
2018-05-20,48,False
2018-05-27,48,False
2018-06-03,58,False
2018-06-10,22,False
2018-06-17,70,False
2018-06-24,85,False
2018-07-01,71,False
2018-07-08,36,False
2018-07-15,24,False
2018-07-22,59,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,61,False
2018-08-19,44,False
2018-08-26,22,False
2018-09-02,0,False
2018-09-09,49,False
2018-09-16,24,False
2018-09-23,36,False
2018-09-30,0,False
2018-10-07,50,False
2018-10-14,26,False
2018-10-21,78,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,100,False
2019-01-20,35,False
2019-01-27,24,False
2019-02-03,36,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,25,False
2019-03-03,77,False
2019-03-10,25,False
2019-03-17,52,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,67,False
2019-04-21,0,False
2019-04-28,37,False
2019-05-05,38,False
2019-05-12,73,False
2019-05-19,50,False
2019-05-26,34,False
2019-06-02,0,False
2019-06-09,52,False
2019-06-16,39,False
2019-06-23,25,False
2019-06-30,26,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,94,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,40,False
2019-09-01,43,False
2019-09-08,24,False
2019-09-15,45,False
2019-09-22,22,False
2019-09-29,66,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,42,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,23,False
2019-12-22,24,False
2019-12-29,34,False
2020-01-05,63,False
2020-01-12,40,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,19,False
2020-02-09,21,False
2020-02-16,41,False
2020-02-23,48,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,34,False
2020-03-29,35,False
2020-04-05,29,False
2020-04-12,19,False
2020-04-19,26,False
2020-04-26,63,True
