date,Haussanierung,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,32,False
2018-01-28,31,False
2018-02-04,65,False
2018-02-11,32,False
2018-02-18,47,False
2018-02-25,42,False
2018-03-04,0,False
2018-03-11,42,False
2018-03-18,31,False
2018-03-25,34,False
2018-04-01,34,False
2018-04-08,64,False
2018-04-15,65,False
2018-04-22,0,False
2018-04-29,33,False
2018-05-06,33,False
2018-05-13,63,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,55,False
2018-07-29,33,False
2018-08-05,67,False
2018-08-12,100,False
2018-08-19,0,False
2018-08-26,48,False
2018-09-02,32,False
2018-09-09,65,False
2018-09-16,32,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,43,False
2018-10-28,62,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,61,False
2018-11-25,31,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,36,False
2018-12-30,33,False
2019-01-06,49,False
2019-01-13,29,False
2019-01-20,29,False
2019-01-27,44,False
2019-02-03,29,False
2019-02-10,30,False
2019-02-17,50,False
2019-02-24,31,False
2019-03-03,50,False
2019-03-10,58,False
2019-03-17,0,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,91,False
2019-04-14,66,False
2019-04-21,65,False
2019-04-28,31,False
2019-05-05,29,False
2019-05-12,61,False
2019-05-19,59,False
2019-05-26,41,False
2019-06-02,30,False
2019-06-09,30,False
2019-06-16,61,False
2019-06-23,61,False
2019-06-30,0,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,68,False
2019-07-28,0,False
2019-08-04,33,False
2019-08-11,32,False
2019-08-18,31,False
2019-08-25,30,False
2019-09-01,60,False
2019-09-08,30,False
2019-09-15,31,False
2019-09-22,59,False
2019-09-29,45,False
2019-10-06,29,False
2019-10-13,30,False
2019-10-20,44,False
2019-10-27,72,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,36,False
2019-12-01,46,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,32,False
2019-12-29,61,False
2020-01-05,41,False
2020-01-12,26,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,53,False
2020-02-09,26,False
2020-02-16,45,False
2020-02-23,25,False
2020-03-01,26,False
2020-03-08,24,False
2020-03-15,24,False
2020-03-22,24,False
2020-03-29,24,False
2020-04-05,44,False
2020-04-12,33,False
2020-04-19,61,False
2020-04-26,24,False
2020-05-03,37,False
2020-05-10,57,False
