date,Ernährungsberater,isPartial
2018-01-07,47,False
2018-01-14,46,False
2018-01-21,47,False
2018-01-28,0,False
2018-02-04,51,False
2018-02-11,48,False
2018-02-18,48,False
2018-02-25,0,False
2018-03-04,47,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,51,False
2018-04-01,0,False
2018-04-08,51,False
2018-04-15,52,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,53,False
2018-05-13,51,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,47,False
2018-06-24,48,False
2018-07-01,48,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,100,False
2018-08-12,50,False
2018-08-19,96,False
2018-08-26,49,False
2018-09-02,49,False
2018-09-09,99,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,0,False
2018-10-07,49,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,45,False
2018-11-25,47,False
2018-12-02,47,False
2018-12-09,47,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,44,False
2019-01-20,0,False
2019-01-27,44,False
2019-02-03,45,False
2019-02-10,45,False
2019-02-17,68,False
2019-02-24,0,False
2019-03-03,43,False
2019-03-10,44,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,48,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,72,False
2019-04-28,45,False
2019-05-05,0,False
2019-05-12,90,False
2019-05-19,67,False
2019-05-26,45,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,68,False
2019-06-23,47,False
2019-06-30,46,False
2019-07-07,0,False
2019-07-14,47,False
2019-07-21,49,False
2019-07-28,0,False
2019-08-04,45,False
2019-08-11,43,False
2019-08-18,0,False
2019-08-25,43,False
2019-09-01,43,False
2019-09-08,88,False
2019-09-15,43,False
2019-09-22,0,False
2019-09-29,42,False
2019-10-06,45,False
2019-10-13,44,False
2019-10-20,42,False
2019-10-27,41,False
2019-11-03,39,False
2019-11-10,41,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,40,False
2019-12-08,40,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,41,False
2020-01-05,39,False
2020-01-12,0,False
2020-01-19,58,False
2020-01-26,38,False
2020-02-02,60,False
2020-02-09,38,False
2020-02-16,37,False
2020-02-23,37,False
2020-03-01,37,False
2020-03-08,36,False
2020-03-15,0,False
2020-03-22,32,False
2020-03-29,32,False
2020-04-05,0,False
2020-04-12,35,False
2020-04-19,44,False
2020-04-26,65,False
2020-05-03,0,False
2020-05-10,34,False
2020-05-17,0,True
