date,Ernährungsberater,isPartial
2018-01-07,41,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,62,False
2018-02-04,57,False
2018-02-11,55,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,93,False
2018-03-11,41,False
2018-03-18,41,False
2018-03-25,39,False
2018-04-01,62,False
2018-04-08,28,False
2018-04-15,29,False
2018-04-22,37,False
2018-04-29,57,False
2018-05-06,60,False
2018-05-13,29,False
2018-05-20,30,False
2018-05-27,28,False
2018-06-03,28,False
2018-06-10,40,False
2018-06-17,41,False
2018-06-24,28,False
2018-07-01,38,False
2018-07-08,44,False
2018-07-15,31,False
2018-07-22,33,False
2018-07-29,44,False
2018-08-05,47,False
2018-08-12,74,False
2018-08-19,29,False
2018-08-26,29,False
2018-09-02,38,False
2018-09-09,28,False
2018-09-16,38,False
2018-09-23,43,False
2018-09-30,44,False
2018-10-07,23,False
2018-10-14,38,False
2018-10-21,29,False
2018-10-28,43,False
2018-11-04,40,False
2018-11-11,28,False
2018-11-18,28,False
2018-11-25,41,False
2018-12-02,55,False
2018-12-09,47,False
2018-12-16,30,False
2018-12-23,37,False
2018-12-30,32,False
2019-01-06,39,False
2019-01-13,54,False
2019-01-20,37,False
2019-01-27,21,False
2019-02-03,28,False
2019-02-10,82,False
2019-02-17,27,False
2019-02-24,27,False
2019-03-03,52,False
2019-03-10,40,False
2019-03-17,55,False
2019-03-24,27,False
2019-03-31,28,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,44,False
2019-05-05,54,False
2019-05-12,41,False
2019-05-19,41,False
2019-05-26,66,False
2019-06-02,36,False
2019-06-09,84,False
2019-06-16,68,False
2019-06-23,0,False
2019-06-30,57,False
2019-07-07,56,False
2019-07-14,29,False
2019-07-21,30,False
2019-07-28,57,False
2019-08-04,28,False
2019-08-11,54,False
2019-08-18,27,False
2019-08-25,42,False
2019-09-01,25,False
2019-09-08,27,False
2019-09-15,26,False
2019-09-22,36,False
2019-09-29,48,False
2019-10-06,27,False
2019-10-13,35,False
2019-10-20,52,False
2019-10-27,51,False
2019-11-03,23,False
2019-11-10,26,False
2019-11-17,26,False
2019-11-24,67,False
2019-12-01,70,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,34,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,24,False
2020-01-19,76,False
2020-01-26,25,False
2020-02-02,78,False
2020-02-09,30,False
2020-02-16,100,False
2020-02-23,47,False
2020-03-01,35,False
2020-03-08,32,False
2020-03-15,23,False
2020-03-22,24,False
2020-03-29,71,False
2020-04-05,24,False
2020-04-12,26,False
2020-04-19,36,False
2020-04-26,23,False
2020-05-03,54,False
2020-05-10,47,False
2020-05-17,55,True
