date,limusina,isPartial
2018-01-07,23,False
2018-01-14,0,False
2018-01-21,46,False
2018-01-28,0,False
2018-02-04,23,False
2018-02-11,0,False
2018-02-18,23,False
2018-02-25,45,False
2018-03-04,0,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,72,False
2018-04-01,48,False
2018-04-08,23,False
2018-04-15,0,False
2018-04-22,22,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,23,False
2018-05-27,45,False
2018-06-03,100,False
2018-06-10,0,False
2018-06-17,24,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,23,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,24,False
2018-08-26,69,False
2018-09-02,0,False
2018-09-09,65,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,46,False
2018-10-07,36,False
2018-10-14,21,False
2018-10-21,23,False
2018-10-28,0,False
2018-11-04,45,False
2018-11-11,33,False
2018-11-18,21,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,24,False
2018-12-23,27,False
2018-12-30,0,False
2019-01-06,23,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,22,False
2019-02-03,23,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,91,False
2019-03-03,57,False
2019-03-10,35,False
2019-03-17,24,False
2019-03-24,47,False
2019-03-31,33,False
2019-04-07,23,False
2019-04-14,21,False
2019-04-21,23,False
2019-04-28,23,False
2019-05-05,33,False
2019-05-12,66,False
2019-05-19,22,False
2019-05-26,85,False
2019-06-02,21,False
2019-06-09,0,False
2019-06-16,22,False
2019-06-23,34,False
2019-06-30,44,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,21,False
2019-09-01,41,False
2019-09-08,38,False
2019-09-15,0,False
2019-09-22,21,False
2019-09-29,83,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,20,False
2019-11-10,31,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,30,False
2019-12-08,0,False
2019-12-15,21,False
2019-12-22,44,False
2019-12-29,45,False
2020-01-05,41,False
2020-01-12,19,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,39,False
2020-02-16,0,False
2020-02-23,47,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,0,True
