date,Malerbetrieb,isPartial
2018-01-07,61,False
2018-01-14,40,False
2018-01-21,41,False
2018-01-28,0,False
2018-02-04,87,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,62,False
2018-03-04,0,False
2018-03-11,42,False
2018-03-18,42,False
2018-03-25,44,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,46,False
2018-05-06,0,False
2018-05-13,44,False
2018-05-20,46,False
2018-05-27,85,False
2018-06-03,0,False
2018-06-10,41,False
2018-06-17,41,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,83,False
2018-07-15,44,False
2018-07-22,43,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,43,False
2018-08-19,42,False
2018-08-26,42,False
2018-09-02,0,False
2018-09-09,43,False
2018-09-16,0,False
2018-09-23,85,False
2018-09-30,43,False
2018-10-07,42,False
2018-10-14,86,False
2018-10-21,43,False
2018-10-28,43,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,0,False
2018-11-25,41,False
2018-12-02,41,False
2018-12-09,40,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,80,False
2019-01-06,76,False
2019-01-13,38,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,78,False
2019-02-10,39,False
2019-02-17,39,False
2019-02-24,39,False
2019-03-03,56,False
2019-03-10,38,False
2019-03-17,0,False
2019-03-24,39,False
2019-03-31,83,False
2019-04-07,40,False
2019-04-14,43,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,39,False
2019-05-12,39,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,78,False
2019-06-09,39,False
2019-06-16,0,False
2019-06-23,40,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,41,False
2019-07-21,42,False
2019-07-28,38,False
2019-08-04,0,False
2019-08-11,37,False
2019-08-18,38,False
2019-08-25,37,False
2019-09-01,0,False
2019-09-08,75,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,0,False
2019-10-06,38,False
2019-10-13,100,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,35,False
2019-12-15,35,False
2019-12-22,37,False
2019-12-29,0,False
2020-01-05,50,False
2020-01-12,49,False
2020-01-19,33,False
2020-01-26,33,False
2020-02-02,46,False
2020-02-09,32,False
2020-02-16,32,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,62,False
2020-03-15,29,False
2020-03-22,42,False
2020-03-29,55,False
2020-04-05,31,False
2020-04-12,30,False
2020-04-19,29,False
2020-04-26,0,False
2020-05-03,57,False
2020-05-10,44,False
2020-05-17,0,True
