date,Malerbetrieb,isPartial
2018-01-07,42,False
2018-01-14,0,False
2018-01-21,83,False
2018-01-28,42,False
2018-02-04,0,False
2018-02-11,41,False
2018-02-18,41,False
2018-02-25,41,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,45,False
2018-04-22,43,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,45,False
2018-05-27,42,False
2018-06-03,0,False
2018-06-10,83,False
2018-06-17,0,False
2018-06-24,86,False
2018-07-01,0,False
2018-07-08,72,False
2018-07-15,45,False
2018-07-22,88,False
2018-07-29,0,False
2018-08-05,82,False
2018-08-12,41,False
2018-08-19,42,False
2018-08-26,43,False
2018-09-02,43,False
2018-09-09,42,False
2018-09-16,42,False
2018-09-23,0,False
2018-09-30,44,False
2018-10-07,0,False
2018-10-14,42,False
2018-10-21,0,False
2018-10-28,40,False
2018-11-04,80,False
2018-11-11,0,False
2018-11-18,58,False
2018-11-25,0,False
2018-12-02,41,False
2018-12-09,40,False
2018-12-16,41,False
2018-12-23,42,False
2018-12-30,0,False
2019-01-06,37,False
2019-01-13,37,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,80,False
2019-02-17,78,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,38,False
2019-03-17,40,False
2019-03-24,39,False
2019-03-31,40,False
2019-04-07,39,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,38,False
2019-05-12,0,False
2019-05-19,39,False
2019-05-26,40,False
2019-06-02,0,False
2019-06-09,39,False
2019-06-16,39,False
2019-06-23,40,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,42,False
2019-07-21,42,False
2019-07-28,0,False
2019-08-04,41,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,38,False
2019-09-01,38,False
2019-09-08,38,False
2019-09-15,58,False
2019-09-22,37,False
2019-09-29,74,False
2019-10-06,38,False
2019-10-13,36,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,34,False
2019-11-10,36,False
2019-11-17,69,False
2019-11-24,34,False
2019-12-01,0,False
2019-12-08,71,False
2019-12-15,0,False
2019-12-22,37,False
2019-12-29,0,False
2020-01-05,33,False
2020-01-12,32,False
2020-01-19,100,False
2020-01-26,0,False
2020-02-02,33,False
2020-02-09,34,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,54,False
2020-03-08,31,False
2020-03-15,60,False
2020-03-22,29,False
2020-03-29,57,False
2020-04-05,33,False
2020-04-12,31,False
2020-04-19,31,False
2020-04-26,29,False
2020-05-03,30,False
2020-05-10,45,False
2020-05-17,0,True
