date,Baumeister,isPartial
2018-01-07,21,False
2018-01-14,15,False
2018-01-21,45,False
2018-01-28,30,False
2018-02-04,16,False
2018-02-11,23,False
2018-02-18,31,False
2018-02-25,15,False
2018-03-04,60,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,31,False
2018-04-01,22,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,32,False
2018-05-06,16,False
2018-05-13,16,False
2018-05-20,16,False
2018-05-27,15,False
2018-06-03,55,False
2018-06-10,14,False
2018-06-17,29,False
2018-06-24,20,False
2018-07-01,23,False
2018-07-08,19,False
2018-07-15,25,False
2018-07-22,23,False
2018-07-29,11,False
2018-08-05,28,False
2018-08-12,28,False
2018-08-19,13,False
2018-08-26,14,False
2018-09-02,15,False
2018-09-09,22,False
2018-09-16,0,False
2018-09-23,15,False
2018-09-30,15,False
2018-10-07,42,False
2018-10-14,15,False
2018-10-21,22,False
2018-10-28,37,False
2018-11-04,24,False
2018-11-11,38,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,29,False
2018-12-23,15,False
2018-12-30,14,False
2019-01-06,18,False
2019-01-13,28,False
2019-01-20,21,False
2019-01-27,14,False
2019-02-03,15,False
2019-02-10,15,False
2019-02-17,0,False
2019-02-24,22,False
2019-03-03,32,False
2019-03-10,0,False
2019-03-17,14,False
2019-03-24,21,False
2019-03-31,23,False
2019-04-07,14,False
2019-04-14,15,False
2019-04-21,29,False
2019-04-28,14,False
2019-05-05,14,False
2019-05-12,28,False
2019-05-19,14,False
2019-05-26,18,False
2019-06-02,14,False
2019-06-09,0,False
2019-06-16,21,False
2019-06-23,14,False
2019-06-30,26,False
2019-07-07,40,False
2019-07-14,39,False
2019-07-21,13,False
2019-07-28,17,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,53,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,13,False
2019-09-15,13,False
2019-09-22,13,False
2019-09-29,21,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,17,False
2019-10-27,100,False
2019-11-03,32,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,13,False
2019-12-01,30,False
2019-12-08,45,False
2019-12-15,26,False
2019-12-22,23,False
2019-12-29,24,False
2020-01-05,18,False
2020-01-12,38,False
2020-01-19,20,False
2020-01-26,31,False
2020-02-02,29,False
2020-02-09,12,False
2020-02-16,31,False
2020-02-23,12,False
2020-03-01,24,False
2020-03-08,17,False
2020-03-15,28,False
2020-03-22,33,False
2020-03-29,24,False
2020-04-05,18,False
2020-04-12,11,False
2020-04-19,0,False
2020-04-26,22,False
2020-05-03,15,False
2020-05-10,18,False
