date,Baumeister,isPartial
2018-01-07,38,False
2018-01-14,16,False
2018-01-21,15,False
2018-01-28,32,False
2018-02-04,18,False
2018-02-11,14,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,17,False
2018-03-11,22,False
2018-03-18,21,False
2018-03-25,28,False
2018-04-01,31,False
2018-04-08,22,False
2018-04-15,23,False
2018-04-22,11,False
2018-04-29,12,False
2018-05-06,12,False
2018-05-13,15,False
2018-05-20,49,False
2018-05-27,22,False
2018-06-03,11,False
2018-06-10,32,False
2018-06-17,14,False
2018-06-24,17,False
2018-07-01,11,False
2018-07-08,17,False
2018-07-15,19,False
2018-07-22,29,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,11,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,12,False
2018-09-09,11,False
2018-09-16,11,False
2018-09-23,23,False
2018-09-30,12,False
2018-10-07,24,False
2018-10-14,15,False
2018-10-21,27,False
2018-10-28,22,False
2018-11-04,18,False
2018-11-11,22,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,21,False
2018-12-09,21,False
2018-12-16,31,False
2018-12-23,16,False
2018-12-30,21,False
2019-01-06,15,False
2019-01-13,15,False
2019-01-20,10,False
2019-01-27,41,False
2019-02-03,21,False
2019-02-10,14,False
2019-02-17,11,False
2019-02-24,11,False
2019-03-03,16,False
2019-03-10,11,False
2019-03-17,22,False
2019-03-24,18,False
2019-03-31,27,False
2019-04-07,11,False
2019-04-14,20,False
2019-04-21,17,False
2019-04-28,11,False
2019-05-05,16,False
2019-05-12,15,False
2019-05-19,25,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,35,False
2019-06-16,18,False
2019-06-23,16,False
2019-06-30,24,False
2019-07-07,19,False
2019-07-14,26,False
2019-07-21,23,False
2019-07-28,13,False
2019-08-04,12,False
2019-08-11,12,False
2019-08-18,16,False
2019-08-25,24,False
2019-09-01,11,False
2019-09-08,12,False
2019-09-15,46,False
2019-09-22,16,False
2019-09-29,25,False
2019-10-06,23,False
2019-10-13,11,False
2019-10-20,23,False
2019-10-27,100,False
2019-11-03,49,False
2019-11-10,22,False
2019-11-17,13,False
2019-11-24,14,False
2019-12-01,33,False
2019-12-08,45,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,33,False
2020-01-05,10,False
2020-01-12,14,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,31,False
2020-02-09,26,False
2020-02-16,21,False
2020-02-23,24,False
2020-03-01,16,False
2020-03-08,27,False
2020-03-15,15,False
2020-03-22,17,False
2020-03-29,19,False
2020-04-05,35,False
2020-04-12,23,False
2020-04-19,12,False
2020-04-26,8,False
2020-05-03,32,False
2020-05-10,8,False
