date,Baumeister,isPartial
2018-01-07,32,False
2018-01-14,57,False
2018-01-21,21,False
2018-01-28,29,False
2018-02-04,26,False
2018-02-11,30,False
2018-02-18,11,False
2018-02-25,36,False
2018-03-04,44,False
2018-03-11,37,False
2018-03-18,56,False
2018-03-25,43,False
2018-04-01,24,False
2018-04-08,39,False
2018-04-15,43,False
2018-04-22,34,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,34,False
2018-05-20,27,False
2018-05-27,23,False
2018-06-03,17,False
2018-06-10,26,False
2018-06-17,23,False
2018-06-24,18,False
2018-07-01,27,False
2018-07-08,23,False
2018-07-15,47,False
2018-07-22,12,False
2018-07-29,28,False
2018-08-05,40,False
2018-08-12,41,False
2018-08-19,41,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,30,False
2018-09-16,23,False
2018-09-23,51,False
2018-09-30,43,False
2018-10-07,35,False
2018-10-14,26,False
2018-10-21,27,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,40,False
2018-11-18,31,False
2018-11-25,32,False
2018-12-02,14,False
2018-12-09,22,False
2018-12-16,45,False
2018-12-23,18,False
2018-12-30,36,False
2019-01-06,31,False
2019-01-13,15,False
2019-01-20,30,False
2019-01-27,44,False
2019-02-03,65,False
2019-02-10,32,False
2019-02-17,18,False
2019-02-24,48,False
2019-03-03,28,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,32,False
2019-03-31,29,False
2019-04-07,28,False
2019-04-14,33,False
2019-04-21,59,False
2019-04-28,36,False
2019-05-05,46,False
2019-05-12,14,False
2019-05-19,35,False
2019-05-26,21,False
2019-06-02,21,False
2019-06-09,46,False
2019-06-16,22,False
2019-06-23,11,False
2019-06-30,22,False
2019-07-07,14,False
2019-07-14,90,False
2019-07-21,35,False
2019-07-28,19,False
2019-08-04,33,False
2019-08-11,26,False
2019-08-18,42,False
2019-08-25,28,False
2019-09-01,38,False
2019-09-08,14,False
2019-09-15,27,False
2019-09-22,10,False
2019-09-29,35,False
2019-10-06,17,False
2019-10-13,23,False
2019-10-20,37,False
2019-10-27,88,False
2019-11-03,86,False
2019-11-10,36,False
2019-11-17,16,False
2019-11-24,35,False
2019-12-01,49,False
2019-12-08,29,False
2019-12-15,20,False
2019-12-22,25,False
2019-12-29,46,False
2020-01-05,25,False
2020-01-12,45,False
2020-01-19,100,False
2020-01-26,40,False
2020-02-02,54,False
2020-02-09,39,False
2020-02-16,53,False
2020-02-23,40,False
2020-03-01,24,False
2020-03-08,34,False
2020-03-15,35,False
2020-03-22,26,False
2020-03-29,65,False
2020-04-05,20,False
2020-04-12,30,False
2020-04-19,24,False
2020-04-26,10,False
2020-05-03,19,False
2020-05-10,46,False
