date,Baumeister,isPartial
2018-01-07,47,False
2018-01-14,58,False
2018-01-21,46,False
2018-01-28,23,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,24,False
2018-02-25,0,False
2018-03-04,36,False
2018-03-11,24,False
2018-03-18,37,False
2018-03-25,51,False
2018-04-01,51,False
2018-04-08,25,False
2018-04-15,51,False
2018-04-22,0,False
2018-04-29,100,False
2018-05-06,25,False
2018-05-13,24,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,32,False
2018-06-10,0,False
2018-06-17,36,False
2018-06-24,38,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,38,False
2018-07-29,24,False
2018-08-05,36,False
2018-08-12,33,False
2018-08-19,60,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,25,False
2018-09-23,37,False
2018-09-30,26,False
2018-10-07,34,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,48,False
2018-11-04,46,False
2018-11-11,23,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,46,False
2018-12-09,24,False
2018-12-16,55,False
2018-12-23,39,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,33,False
2019-01-20,44,False
2019-01-27,29,False
2019-02-03,22,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,24,False
2019-03-03,34,False
2019-03-10,89,False
2019-03-17,23,False
2019-03-24,24,False
2019-03-31,46,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,47,False
2019-04-28,46,False
2019-05-05,22,False
2019-05-12,47,False
2019-05-19,23,False
2019-05-26,46,False
2019-06-02,23,False
2019-06-09,23,False
2019-06-16,24,False
2019-06-23,35,False
2019-06-30,35,False
2019-07-07,0,False
2019-07-14,83,False
2019-07-21,38,False
2019-07-28,48,False
2019-08-04,31,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,44,False
2019-09-01,22,False
2019-09-08,23,False
2019-09-15,0,False
2019-09-22,22,False
2019-09-29,33,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,21,False
2019-10-27,52,False
2019-11-03,34,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,41,False
2019-12-01,42,False
2019-12-08,31,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,50,False
2020-01-26,39,False
2020-02-02,20,False
2020-02-09,19,False
2020-02-16,34,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,34,False
2020-04-05,18,False
2020-04-12,54,False
2020-04-19,18,False
2020-04-26,28,False
2020-05-03,35,False
2020-05-10,27,False
