date,torta limone,isPartial
2018-01-07,52,False
2018-01-14,41,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,20,False
2018-02-11,31,False
2018-02-18,29,False
2018-02-25,38,False
2018-03-04,30,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,22,False
2018-04-08,20,False
2018-04-15,64,False
2018-04-22,22,False
2018-04-29,42,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,21,False
2018-06-10,20,False
2018-06-17,21,False
2018-06-24,21,False
2018-07-01,40,False
2018-07-08,20,False
2018-07-15,41,False
2018-07-22,20,False
2018-07-29,41,False
2018-08-05,20,False
2018-08-12,60,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,29,False
2018-09-09,41,False
2018-09-16,20,False
2018-09-23,0,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,53,False
2018-10-21,21,False
2018-10-28,42,False
2018-11-04,41,False
2018-11-11,0,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,42,False
2018-12-09,40,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,55,False
2019-01-27,36,False
2019-02-03,18,False
2019-02-10,28,False
2019-02-17,19,False
2019-02-24,38,False
2019-03-03,38,False
2019-03-10,0,False
2019-03-17,38,False
2019-03-24,19,False
2019-03-31,19,False
2019-04-07,29,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,18,False
2019-05-12,36,False
2019-05-19,54,False
2019-05-26,0,False
2019-06-02,38,False
2019-06-09,19,False
2019-06-16,29,False
2019-06-23,38,False
2019-06-30,19,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,38,False
2019-07-28,0,False
2019-08-04,19,False
2019-08-11,19,False
2019-08-18,0,False
2019-08-25,34,False
2019-09-01,17,False
2019-09-08,18,False
2019-09-15,45,False
2019-09-22,27,False
2019-09-29,35,False
2019-10-06,27,False
2019-10-13,37,False
2019-10-20,17,False
2019-10-27,17,False
2019-11-03,17,False
2019-11-10,26,False
2019-11-17,17,False
2019-11-24,51,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,26,False
2020-01-12,32,False
2020-01-19,25,False
2020-01-26,16,False
2020-02-02,48,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,23,False
2020-03-01,15,False
2020-03-08,22,False
2020-03-15,58,False
2020-03-22,100,False
2020-03-29,90,False
2020-04-05,29,False
2020-04-12,43,False
2020-04-19,55,False
2020-04-26,36,True
