date,torta limone,isPartial
2018-01-07,16,False
2018-01-14,20,False
2018-01-21,8,False
2018-01-28,19,False
2018-02-04,23,False
2018-02-11,11,False
2018-02-18,42,False
2018-02-25,49,False
2018-03-04,17,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,19,False
2018-04-01,4,False
2018-04-08,14,False
2018-04-15,22,False
2018-04-22,8,False
2018-04-29,22,False
2018-05-06,14,False
2018-05-13,7,False
2018-05-20,25,False
2018-05-27,7,False
2018-06-03,15,False
2018-06-10,7,False
2018-06-17,10,False
2018-06-24,15,False
2018-07-01,18,False
2018-07-08,26,False
2018-07-15,30,False
2018-07-22,4,False
2018-07-29,38,False
2018-08-05,32,False
2018-08-12,14,False
2018-08-19,20,False
2018-08-26,8,False
2018-09-02,11,False
2018-09-09,7,False
2018-09-16,10,False
2018-09-23,24,False
2018-09-30,7,False
2018-10-07,11,False
2018-10-14,7,False
2018-10-21,14,False
2018-10-28,17,False
2018-11-04,13,False
2018-11-11,10,False
2018-11-18,14,False
2018-11-25,25,False
2018-12-02,7,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,9,False
2018-12-30,24,False
2019-01-06,8,False
2019-01-13,15,False
2019-01-20,22,False
2019-01-27,27,False
2019-02-03,12,False
2019-02-10,15,False
2019-02-17,27,False
2019-02-24,17,False
2019-03-03,8,False
2019-03-10,16,False
2019-03-17,28,False
2019-03-24,24,False
2019-03-31,23,False
2019-04-07,22,False
2019-04-14,15,False
2019-04-21,13,False
2019-04-28,23,False
2019-05-05,14,False
2019-05-12,34,False
2019-05-19,19,False
2019-05-26,4,False
2019-06-02,15,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,16,False
2019-06-30,25,False
2019-07-07,19,False
2019-07-14,29,False
2019-07-21,25,False
2019-07-28,9,False
2019-08-04,9,False
2019-08-11,31,False
2019-08-18,24,False
2019-08-25,13,False
2019-09-01,22,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,22,False
2019-09-29,15,False
2019-10-06,27,False
2019-10-13,8,False
2019-10-20,11,False
2019-10-27,7,False
2019-11-03,4,False
2019-11-10,11,False
2019-11-17,22,False
2019-11-24,15,False
2019-12-01,8,False
2019-12-08,11,False
2019-12-15,8,False
2019-12-22,14,False
2019-12-29,0,False
2020-01-05,8,False
2020-01-12,18,False
2020-01-19,14,False
2020-01-26,10,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,14,False
2020-02-23,21,False
2020-03-01,27,False
2020-03-08,30,False
2020-03-15,100,False
2020-03-22,77,False
2020-03-29,82,False
2020-04-05,58,False
2020-04-12,58,False
2020-04-19,54,False
2020-04-26,62,True
