date,torta limone,isPartial
2018-01-07,15,False
2018-01-14,20,False
2018-01-21,34,False
2018-01-28,24,False
2018-02-04,0,False
2018-02-11,15,False
2018-02-18,29,False
2018-02-25,19,False
2018-03-04,14,False
2018-03-11,19,False
2018-03-18,48,False
2018-03-25,15,False
2018-04-01,31,False
2018-04-08,19,False
2018-04-15,35,False
2018-04-22,20,False
2018-04-29,14,False
2018-05-06,9,False
2018-05-13,28,False
2018-05-20,19,False
2018-05-27,23,False
2018-06-03,9,False
2018-06-10,17,False
2018-06-17,9,False
2018-06-24,12,False
2018-07-01,15,False
2018-07-08,39,False
2018-07-15,12,False
2018-07-22,0,False
2018-07-29,15,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,7,False
2018-08-26,20,False
2018-09-02,23,False
2018-09-09,15,False
2018-09-16,22,False
2018-09-23,16,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,30,False
2018-10-28,29,False
2018-11-04,24,False
2018-11-11,20,False
2018-11-18,29,False
2018-11-25,29,False
2018-12-02,29,False
2018-12-09,15,False
2018-12-16,21,False
2018-12-23,11,False
2018-12-30,16,False
2019-01-06,30,False
2019-01-13,19,False
2019-01-20,32,False
2019-01-27,33,False
2019-02-03,29,False
2019-02-10,35,False
2019-02-17,55,False
2019-02-24,14,False
2019-03-03,21,False
2019-03-10,24,False
2019-03-17,35,False
2019-03-24,50,False
2019-03-31,44,False
2019-04-07,29,False
2019-04-14,10,False
2019-04-21,10,False
2019-04-28,24,False
2019-05-05,9,False
2019-05-12,18,False
2019-05-19,28,False
2019-05-26,9,False
2019-06-02,23,False
2019-06-09,22,False
2019-06-16,9,False
2019-06-23,17,False
2019-06-30,9,False
2019-07-07,17,False
2019-07-14,8,False
2019-07-21,8,False
2019-07-28,16,False
2019-08-04,12,False
2019-08-11,15,False
2019-08-18,7,False
2019-08-25,0,False
2019-09-01,18,False
2019-09-08,8,False
2019-09-15,8,False
2019-09-22,8,False
2019-09-29,8,False
2019-10-06,9,False
2019-10-13,9,False
2019-10-20,8,False
2019-10-27,17,False
2019-11-03,8,False
2019-11-10,42,False
2019-11-17,17,False
2019-11-24,28,False
2019-12-01,17,False
2019-12-08,9,False
2019-12-15,9,False
2019-12-22,10,False
2019-12-29,18,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,15,False
2020-02-09,20,False
2020-02-16,16,False
2020-02-23,27,False
2020-03-01,25,False
2020-03-08,44,False
2020-03-15,82,False
2020-03-22,80,False
2020-03-29,74,False
2020-04-05,100,False
2020-04-12,43,False
2020-04-19,56,False
2020-04-26,59,True
