date,torta limone,isPartial
2018-01-07,12,False
2018-01-14,13,False
2018-01-21,13,False
2018-01-28,12,False
2018-02-04,15,False
2018-02-11,16,False
2018-02-18,29,False
2018-02-25,44,False
2018-03-04,19,False
2018-03-11,35,False
2018-03-18,50,False
2018-03-25,13,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,24,False
2018-04-22,46,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,13,False
2018-05-20,10,False
2018-05-27,27,False
2018-06-03,23,False
2018-06-10,26,False
2018-06-17,17,False
2018-06-24,20,False
2018-07-01,29,False
2018-07-08,23,False
2018-07-15,20,False
2018-07-22,34,False
2018-07-29,10,False
2018-08-05,27,False
2018-08-12,15,False
2018-08-19,24,False
2018-08-26,38,False
2018-09-02,16,False
2018-09-09,16,False
2018-09-16,16,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,21,False
2018-10-14,17,False
2018-10-21,20,False
2018-10-28,25,False
2018-11-04,42,False
2018-11-11,17,False
2018-11-18,30,False
2018-11-25,13,False
2018-12-02,24,False
2018-12-09,14,False
2018-12-16,11,False
2018-12-23,16,False
2018-12-30,7,False
2019-01-06,32,False
2019-01-13,19,False
2019-01-20,21,False
2019-01-27,39,False
2019-02-03,30,False
2019-02-10,25,False
2019-02-17,19,False
2019-02-24,22,False
2019-03-03,26,False
2019-03-10,19,False
2019-03-17,26,False
2019-03-24,33,False
2019-03-31,16,False
2019-04-07,31,False
2019-04-14,13,False
2019-04-21,20,False
2019-04-28,18,False
2019-05-05,21,False
2019-05-12,27,False
2019-05-19,12,False
2019-05-26,35,False
2019-06-02,31,False
2019-06-09,29,False
2019-06-16,16,False
2019-06-23,13,False
2019-06-30,25,False
2019-07-07,13,False
2019-07-14,10,False
2019-07-21,27,False
2019-07-28,13,False
2019-08-04,14,False
2019-08-11,23,False
2019-08-18,13,False
2019-08-25,21,False
2019-09-01,21,False
2019-09-08,28,False
2019-09-15,16,False
2019-09-22,22,False
2019-09-29,33,False
2019-10-06,24,False
2019-10-13,15,False
2019-10-20,33,False
2019-10-27,18,False
2019-11-03,26,False
2019-11-10,23,False
2019-11-17,20,False
2019-11-24,26,False
2019-12-01,6,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,24,False
2019-12-29,7,False
2020-01-05,12,False
2020-01-12,22,False
2020-01-19,11,False
2020-01-26,19,False
2020-02-02,39,False
2020-02-09,39,False
2020-02-16,25,False
2020-02-23,27,False
2020-03-01,44,False
2020-03-08,71,False
2020-03-15,78,False
2020-03-22,66,False
2020-03-29,100,False
2020-04-05,67,False
2020-04-12,80,False
2020-04-19,84,False
2020-04-26,47,True
