date,torta limone,isPartial
2018-01-07,20,False
2018-01-14,18,False
2018-01-21,19,False
2018-01-28,28,False
2018-02-04,22,False
2018-02-11,20,False
2018-02-18,25,False
2018-02-25,42,False
2018-03-04,19,False
2018-03-11,20,False
2018-03-18,30,False
2018-03-25,21,False
2018-04-01,14,False
2018-04-08,14,False
2018-04-15,11,False
2018-04-22,11,False
2018-04-29,17,False
2018-05-06,17,False
2018-05-13,19,False
2018-05-20,22,False
2018-05-27,14,False
2018-06-03,23,False
2018-06-10,13,False
2018-06-17,14,False
2018-06-24,16,False
2018-07-01,10,False
2018-07-08,24,False
2018-07-15,14,False
2018-07-22,11,False
2018-07-29,11,False
2018-08-05,15,False
2018-08-12,22,False
2018-08-19,11,False
2018-08-26,20,False
2018-09-02,19,False
2018-09-09,15,False
2018-09-16,16,False
2018-09-23,18,False
2018-09-30,15,False
2018-10-07,12,False
2018-10-14,21,False
2018-10-21,18,False
2018-10-28,20,False
2018-11-04,28,False
2018-11-11,23,False
2018-11-18,16,False
2018-11-25,14,False
2018-12-02,12,False
2018-12-09,13,False
2018-12-16,10,False
2018-12-23,11,False
2018-12-30,10,False
2019-01-06,12,False
2019-01-13,21,False
2019-01-20,24,False
2019-01-27,20,False
2019-02-03,22,False
2019-02-10,24,False
2019-02-17,19,False
2019-02-24,17,False
2019-03-03,23,False
2019-03-10,20,False
2019-03-17,27,False
2019-03-24,27,False
2019-03-31,23,False
2019-04-07,18,False
2019-04-14,15,False
2019-04-21,16,False
2019-04-28,10,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,20,False
2019-05-26,14,False
2019-06-02,12,False
2019-06-09,13,False
2019-06-16,17,False
2019-06-23,16,False
2019-06-30,12,False
2019-07-07,13,False
2019-07-14,19,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,15,False
2019-08-11,29,False
2019-08-18,19,False
2019-08-25,20,False
2019-09-01,20,False
2019-09-08,18,False
2019-09-15,22,False
2019-09-22,12,False
2019-09-29,18,False
2019-10-06,17,False
2019-10-13,23,False
2019-10-20,17,False
2019-10-27,15,False
2019-11-03,21,False
2019-11-10,17,False
2019-11-17,21,False
2019-11-24,16,False
2019-12-01,18,False
2019-12-08,12,False
2019-12-15,10,False
2019-12-22,17,False
2019-12-29,12,False
2020-01-05,20,False
2020-01-12,16,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,16,False
2020-02-09,27,False
2020-02-16,24,False
2020-02-23,26,False
2020-03-01,41,False
2020-03-08,62,False
2020-03-15,80,False
2020-03-22,87,False
2020-03-29,100,False
2020-04-05,82,False
2020-04-12,69,False
2020-04-19,70,False
2020-04-26,85,True
