date,torta limone,isPartial
2018-01-07,24,False
2018-01-14,5,False
2018-01-21,19,False
2018-01-28,32,False
2018-02-04,24,False
2018-02-11,36,False
2018-02-18,36,False
2018-02-25,25,False
2018-03-04,33,False
2018-03-11,23,False
2018-03-18,29,False
2018-03-25,24,False
2018-04-01,20,False
2018-04-08,26,False
2018-04-15,14,False
2018-04-22,28,False
2018-04-29,19,False
2018-05-06,21,False
2018-05-13,16,False
2018-05-20,13,False
2018-05-27,16,False
2018-06-03,10,False
2018-06-10,5,False
2018-06-17,17,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,14,False
2018-07-15,30,False
2018-07-22,21,False
2018-07-29,25,False
2018-08-05,17,False
2018-08-12,8,False
2018-08-19,25,False
2018-08-26,6,False
2018-09-02,20,False
2018-09-09,17,False
2018-09-16,17,False
2018-09-23,8,False
2018-09-30,17,False
2018-10-07,11,False
2018-10-14,31,False
2018-10-21,14,False
2018-10-28,33,False
2018-11-04,29,False
2018-11-11,32,False
2018-11-18,20,False
2018-11-25,16,False
2018-12-02,8,False
2018-12-09,11,False
2018-12-16,23,False
2018-12-23,16,False
2018-12-30,6,False
2019-01-06,16,False
2019-01-13,8,False
2019-01-20,17,False
2019-01-27,19,False
2019-02-03,14,False
2019-02-10,22,False
2019-02-17,32,False
2019-02-24,20,False
2019-03-03,39,False
2019-03-10,28,False
2019-03-17,21,False
2019-03-24,38,False
2019-03-31,15,False
2019-04-07,17,False
2019-04-14,15,False
2019-04-21,22,False
2019-04-28,21,False
2019-05-05,18,False
2019-05-12,15,False
2019-05-19,15,False
2019-05-26,19,False
2019-06-02,17,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,5,False
2019-06-30,18,False
2019-07-07,5,False
2019-07-14,16,False
2019-07-21,19,False
2019-07-28,20,False
2019-08-04,15,False
2019-08-11,10,False
2019-08-18,12,False
2019-08-25,13,False
2019-09-01,19,False
2019-09-08,30,False
2019-09-15,19,False
2019-09-22,15,False
2019-09-29,10,False
2019-10-06,20,False
2019-10-13,24,False
2019-10-20,16,False
2019-10-27,30,False
2019-11-03,16,False
2019-11-10,23,False
2019-11-17,27,False
2019-11-24,20,False
2019-12-01,19,False
2019-12-08,10,False
2019-12-15,9,False
2019-12-22,19,False
2019-12-29,23,False
2020-01-05,11,False
2020-01-12,15,False
2020-01-19,28,False
2020-01-26,23,False
2020-02-02,19,False
2020-02-09,24,False
2020-02-16,17,False
2020-02-23,26,False
2020-03-01,46,False
2020-03-08,54,False
2020-03-15,76,False
2020-03-22,73,False
2020-03-29,100,False
2020-04-05,70,False
2020-04-12,58,False
2020-04-19,67,False
2020-04-26,71,True
