date,torta limone,isPartial
2018-01-07,28,False
2018-01-14,19,False
2018-01-21,13,False
2018-01-28,22,False
2018-02-04,14,False
2018-02-11,13,False
2018-02-18,24,False
2018-02-25,29,False
2018-03-04,25,False
2018-03-11,35,False
2018-03-18,16,False
2018-03-25,25,False
2018-04-01,17,False
2018-04-08,27,False
2018-04-15,20,False
2018-04-22,27,False
2018-04-29,12,False
2018-05-06,18,False
2018-05-13,12,False
2018-05-20,14,False
2018-05-27,12,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,10,False
2018-06-24,12,False
2018-07-01,8,False
2018-07-08,18,False
2018-07-15,14,False
2018-07-22,21,False
2018-07-29,9,False
2018-08-05,7,False
2018-08-12,17,False
2018-08-19,7,False
2018-08-26,7,False
2018-09-02,11,False
2018-09-09,8,False
2018-09-16,11,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,25,False
2018-10-14,20,False
2018-10-21,16,False
2018-10-28,15,False
2018-11-04,12,False
2018-11-11,6,False
2018-11-18,8,False
2018-11-25,22,False
2018-12-02,15,False
2018-12-09,16,False
2018-12-16,24,False
2018-12-23,11,False
2018-12-30,8,False
2019-01-06,19,False
2019-01-13,29,False
2019-01-20,27,False
2019-01-27,26,False
2019-02-03,18,False
2019-02-10,33,False
2019-02-17,30,False
2019-02-24,37,False
2019-03-03,31,False
2019-03-10,26,False
2019-03-17,25,False
2019-03-24,21,False
2019-03-31,17,False
2019-04-07,15,False
2019-04-14,23,False
2019-04-21,20,False
2019-04-28,30,False
2019-05-05,19,False
2019-05-12,20,False
2019-05-19,21,False
2019-05-26,11,False
2019-06-02,13,False
2019-06-09,10,False
2019-06-16,20,False
2019-06-23,14,False
2019-06-30,8,False
2019-07-07,23,False
2019-07-14,11,False
2019-07-21,14,False
2019-07-28,12,False
2019-08-04,8,False
2019-08-11,10,False
2019-08-18,20,False
2019-08-25,12,False
2019-09-01,10,False
2019-09-08,14,False
2019-09-15,12,False
2019-09-22,20,False
2019-09-29,16,False
2019-10-06,11,False
2019-10-13,15,False
2019-10-20,7,False
2019-10-27,20,False
2019-11-03,4,False
2019-11-10,20,False
2019-11-17,15,False
2019-11-24,18,False
2019-12-01,6,False
2019-12-08,11,False
2019-12-15,8,False
2019-12-22,10,False
2019-12-29,4,False
2020-01-05,9,False
2020-01-12,28,False
2020-01-19,18,False
2020-01-26,21,False
2020-02-02,26,False
2020-02-09,16,False
2020-02-16,20,False
2020-02-23,24,False
2020-03-01,32,False
2020-03-08,54,False
2020-03-15,97,False
2020-03-22,84,False
2020-03-29,61,False
2020-04-05,100,False
2020-04-12,53,False
2020-04-19,53,False
2020-04-26,61,True
