date,Swing,isPartial
2018-01-07,54,False
2018-01-14,0,False
2018-01-21,54,False
2018-01-28,52,False
2018-02-04,40,False
2018-02-11,54,False
2018-02-18,26,False
2018-02-25,88,False
2018-03-04,52,False
2018-03-11,51,False
2018-03-18,80,False
2018-03-25,54,False
2018-04-01,43,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,56,False
2018-04-29,27,False
2018-05-06,26,False
2018-05-13,0,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,40,False
2018-06-24,39,False
2018-07-01,38,False
2018-07-08,51,False
2018-07-15,26,False
2018-07-22,40,False
2018-07-29,94,False
2018-08-05,27,False
2018-08-12,58,False
2018-08-19,27,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,26,False
2018-09-16,39,False
2018-09-23,27,False
2018-09-30,53,False
2018-10-07,0,False
2018-10-14,82,False
2018-10-21,54,False
2018-10-28,39,False
2018-11-04,26,False
2018-11-11,68,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,69,False
2018-12-09,53,False
2018-12-16,26,False
2018-12-23,58,False
2018-12-30,28,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,23,False
2019-01-27,34,False
2019-02-03,23,False
2019-02-10,46,False
2019-02-17,59,False
2019-02-24,46,False
2019-03-03,35,False
2019-03-10,70,False
2019-03-17,46,False
2019-03-24,47,False
2019-03-31,35,False
2019-04-07,23,False
2019-04-14,37,False
2019-04-21,100,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,34,False
2019-05-19,33,False
2019-05-26,64,False
2019-06-02,70,False
2019-06-09,25,False
2019-06-16,36,False
2019-06-23,23,False
2019-06-30,47,False
2019-07-07,45,False
2019-07-14,36,False
2019-07-21,25,False
2019-07-28,25,False
2019-08-04,39,False
2019-08-11,84,False
2019-08-18,76,False
2019-08-25,24,False
2019-09-01,34,False
2019-09-08,0,False
2019-09-15,66,False
2019-09-22,42,False
2019-09-29,52,False
2019-10-06,89,False
2019-10-13,22,False
2019-10-20,32,False
2019-10-27,22,False
2019-11-03,51,False
2019-11-10,52,False
2019-11-17,20,False
2019-11-24,63,False
2019-12-01,22,False
2019-12-08,33,False
2019-12-15,44,False
2019-12-22,51,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,52,False
2020-01-19,42,False
2020-01-26,61,False
2020-02-02,80,False
2020-02-09,42,False
2020-02-16,21,False
2020-02-23,0,False
2020-03-01,47,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,17,False
2020-03-29,27,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,45,False
2020-04-26,62,True
