date,Swing,isPartial
2018-01-07,0,False
2018-01-14,22,False
2018-01-21,0,False
2018-01-28,21,False
2018-02-04,42,False
2018-02-11,22,False
2018-02-18,61,False
2018-02-25,39,False
2018-03-04,21,False
2018-03-11,52,False
2018-03-18,42,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,22,False
2018-04-22,35,False
2018-04-29,44,False
2018-05-06,22,False
2018-05-13,22,False
2018-05-20,22,False
2018-05-27,22,False
2018-06-03,43,False
2018-06-10,21,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,21,False
2018-07-08,32,False
2018-07-15,32,False
2018-07-22,42,False
2018-07-29,43,False
2018-08-05,86,False
2018-08-12,21,False
2018-08-19,32,False
2018-08-26,40,False
2018-09-02,41,False
2018-09-09,43,False
2018-09-16,42,False
2018-09-23,21,False
2018-09-30,33,False
2018-10-07,22,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,22,False
2018-11-04,65,False
2018-11-11,34,False
2018-11-18,21,False
2018-11-25,32,False
2018-12-02,68,False
2018-12-09,42,False
2018-12-16,43,False
2018-12-23,49,False
2018-12-30,34,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,59,False
2019-02-17,20,False
2019-02-24,39,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,71,False
2019-03-24,20,False
2019-03-31,30,False
2019-04-07,39,False
2019-04-14,42,False
2019-04-21,41,False
2019-04-28,20,False
2019-05-05,38,False
2019-05-12,56,False
2019-05-19,0,False
2019-05-26,54,False
2019-06-02,20,False
2019-06-09,30,False
2019-06-16,50,False
2019-06-23,40,False
2019-06-30,41,False
2019-07-07,37,False
2019-07-14,20,False
2019-07-21,30,False
2019-07-28,39,False
2019-08-04,49,False
2019-08-11,30,False
2019-08-18,38,False
2019-08-25,18,False
2019-09-01,18,False
2019-09-08,29,False
2019-09-15,38,False
2019-09-22,37,False
2019-09-29,18,False
2019-10-06,48,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,36,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,37,False
2019-12-08,56,False
2019-12-15,39,False
2019-12-22,43,False
2019-12-29,21,False
2020-01-05,18,False
2020-01-12,68,False
2020-01-19,34,False
2020-01-26,34,False
2020-02-02,67,False
2020-02-09,44,False
2020-02-16,36,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,15,False
2020-03-15,38,False
2020-03-22,35,False
2020-03-29,15,False
2020-04-05,31,False
2020-04-12,15,False
2020-04-19,50,False
2020-04-26,100,True
