date,Swing,isPartial
2018-01-07,50,False
2018-01-14,78,False
2018-01-21,50,False
2018-01-28,57,False
2018-02-04,62,False
2018-02-11,36,False
2018-02-18,87,False
2018-02-25,30,False
2018-03-04,67,False
2018-03-11,76,False
2018-03-18,30,False
2018-03-25,24,False
2018-04-01,76,False
2018-04-08,75,False
2018-04-15,38,False
2018-04-22,48,False
2018-04-29,39,False
2018-05-06,55,False
2018-05-13,53,False
2018-05-20,46,False
2018-05-27,63,False
2018-06-03,0,False
2018-06-10,36,False
2018-06-17,37,False
2018-06-24,30,False
2018-07-01,23,False
2018-07-08,38,False
2018-07-15,47,False
2018-07-22,81,False
2018-07-29,88,False
2018-08-05,28,False
2018-08-12,58,False
2018-08-19,34,False
2018-08-26,57,False
2018-09-02,51,False
2018-09-09,74,False
2018-09-16,56,False
2018-09-23,50,False
2018-09-30,58,False
2018-10-07,75,False
2018-10-14,38,False
2018-10-21,38,False
2018-10-28,88,False
2018-11-04,45,False
2018-11-11,55,False
2018-11-18,46,False
2018-11-25,38,False
2018-12-02,49,False
2018-12-09,24,False
2018-12-16,50,False
2018-12-23,43,False
2018-12-30,100,False
2019-01-06,44,False
2019-01-13,37,False
2019-01-20,55,False
2019-01-27,14,False
2019-02-03,35,False
2019-02-10,71,False
2019-02-17,43,False
2019-02-24,65,False
2019-03-03,53,False
2019-03-10,51,False
2019-03-17,66,False
2019-03-24,66,False
2019-03-31,64,False
2019-04-07,44,False
2019-04-14,52,False
2019-04-21,47,False
2019-04-28,73,False
2019-05-05,29,False
2019-05-12,28,False
2019-05-19,65,False
2019-05-26,88,False
2019-06-02,66,False
2019-06-09,61,False
2019-06-16,46,False
2019-06-23,37,False
2019-06-30,77,False
2019-07-07,75,False
2019-07-14,51,False
2019-07-21,53,False
2019-07-28,44,False
2019-08-04,51,False
2019-08-11,67,False
2019-08-18,41,False
2019-08-25,47,False
2019-09-01,91,False
2019-09-08,42,False
2019-09-15,41,False
2019-09-22,76,False
2019-09-29,35,False
2019-10-06,35,False
2019-10-13,51,False
2019-10-20,27,False
2019-10-27,92,False
2019-11-03,96,False
2019-11-10,49,False
2019-11-17,50,False
2019-11-24,42,False
2019-12-01,43,False
2019-12-08,58,False
2019-12-15,67,False
2019-12-22,72,False
2019-12-29,45,False
2020-01-05,85,False
2020-01-12,48,False
2020-01-19,41,False
2020-01-26,34,False
2020-02-02,59,False
2020-02-09,55,False
2020-02-16,41,False
2020-02-23,67,False
2020-03-01,64,False
2020-03-08,42,False
2020-03-15,23,False
2020-03-22,32,False
2020-03-29,28,False
2020-04-05,12,False
2020-04-12,66,False
2020-04-19,56,False
2020-04-26,20,True
