date,Swing,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,49,False
2018-02-04,23,False
2018-02-11,70,False
2018-02-18,46,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,27,False
2018-04-08,25,False
2018-04-15,50,False
2018-04-22,0,False
2018-04-29,52,False
2018-05-06,74,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,48,False
2018-06-17,47,False
2018-06-24,24,False
2018-07-01,25,False
2018-07-08,24,False
2018-07-15,49,False
2018-07-22,67,False
2018-07-29,43,False
2018-08-05,41,False
2018-08-12,17,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,49,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,75,False
2018-11-11,53,False
2018-11-18,26,False
2018-11-25,25,False
2018-12-02,27,False
2018-12-09,65,False
2018-12-16,27,False
2018-12-23,28,False
2018-12-30,52,False
2019-01-06,63,False
2019-01-13,25,False
2019-01-20,35,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,73,False
2019-02-17,50,False
2019-02-24,99,False
2019-03-03,39,False
2019-03-10,50,False
2019-03-17,51,False
2019-03-24,76,False
2019-03-31,51,False
2019-04-07,25,False
2019-04-14,27,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,100,False
2019-05-19,25,False
2019-05-26,35,False
2019-06-02,39,False
2019-06-09,54,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,26,False
2019-07-07,25,False
2019-07-14,24,False
2019-07-21,49,False
2019-07-28,92,False
2019-08-04,21,False
2019-08-11,31,False
2019-08-18,60,False
2019-08-25,20,False
2019-09-01,0,False
2019-09-08,51,False
2019-09-15,51,False
2019-09-22,25,False
2019-09-29,38,False
2019-10-06,26,False
2019-10-13,53,False
2019-10-20,78,False
2019-10-27,78,False
2019-11-03,50,False
2019-11-10,51,False
2019-11-17,39,False
2019-11-24,24,False
2019-12-01,52,False
2019-12-08,39,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,63,False
2020-01-05,49,False
2020-01-12,58,False
2020-01-19,24,False
2020-01-26,0,False
2020-02-02,34,False
2020-02-09,36,False
2020-02-16,23,False
2020-02-23,33,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,58,False
2020-04-12,30,False
2020-04-19,37,False
2020-04-26,0,True
