date,Swing,isPartial
2018-01-07,0,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,81,False
2018-02-25,19,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,31,False
2018-03-25,22,False
2018-04-01,33,False
2018-04-08,22,False
2018-04-15,22,False
2018-04-22,35,False
2018-04-29,42,False
2018-05-06,21,False
2018-05-13,34,False
2018-05-20,22,False
2018-05-27,43,False
2018-06-03,42,False
2018-06-10,0,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,43,False
2018-07-08,32,False
2018-07-15,43,False
2018-07-22,21,False
2018-07-29,21,False
2018-08-05,31,False
2018-08-12,65,False
2018-08-19,20,False
2018-08-26,41,False
2018-09-02,42,False
2018-09-09,22,False
2018-09-16,0,False
2018-09-23,44,False
2018-09-30,21,False
2018-10-07,68,False
2018-10-14,59,False
2018-10-21,94,False
2018-10-28,69,False
2018-11-04,33,False
2018-11-11,69,False
2018-11-18,34,False
2018-11-25,45,False
2018-12-02,24,False
2018-12-09,47,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,32,False
2019-02-03,0,False
2019-02-10,22,False
2019-02-17,55,False
2019-02-24,100,False
2019-03-03,58,False
2019-03-10,35,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,47,False
2019-04-07,23,False
2019-04-14,25,False
2019-04-21,48,False
2019-04-28,45,False
2019-05-05,92,False
2019-05-12,22,False
2019-05-19,45,False
2019-05-26,21,False
2019-06-02,0,False
2019-06-09,47,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,58,False
2019-07-07,64,False
2019-07-14,22,False
2019-07-21,22,False
2019-07-28,43,False
2019-08-04,43,False
2019-08-11,40,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,20,False
2019-09-22,40,False
2019-09-29,40,False
2019-10-06,41,False
2019-10-13,21,False
2019-10-20,50,False
2019-10-27,40,False
2019-11-03,37,False
2019-11-10,57,False
2019-11-17,69,False
2019-11-24,77,False
2019-12-01,30,False
2019-12-08,20,False
2019-12-15,62,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,19,False
2020-01-12,36,False
2020-01-19,37,False
2020-01-26,18,False
2020-02-02,35,False
2020-02-09,28,False
2020-02-16,0,False
2020-02-23,44,False
2020-03-01,34,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,31,False
2020-03-29,40,False
2020-04-05,26,False
2020-04-12,34,False
2020-04-19,32,False
2020-04-26,29,True
