date,Swing,isPartial
2018-01-07,100,False
2018-01-14,20,False
2018-01-21,29,False
2018-01-28,19,False
2018-02-04,58,False
2018-02-11,57,False
2018-02-18,37,False
2018-02-25,37,False
2018-03-04,37,False
2018-03-11,38,False
2018-03-18,40,False
2018-03-25,49,False
2018-04-01,64,False
2018-04-08,22,False
2018-04-15,45,False
2018-04-22,23,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,31,False
2018-05-20,63,False
2018-05-27,20,False
2018-06-03,21,False
2018-06-10,0,False
2018-06-17,53,False
2018-06-24,41,False
2018-07-01,38,False
2018-07-08,56,False
2018-07-15,18,False
2018-07-22,18,False
2018-07-29,36,False
2018-08-05,50,False
2018-08-12,16,False
2018-08-19,16,False
2018-08-26,18,False
2018-09-02,28,False
2018-09-09,50,False
2018-09-16,29,False
2018-09-23,41,False
2018-09-30,20,False
2018-10-07,31,False
2018-10-14,43,False
2018-10-21,42,False
2018-10-28,83,False
2018-11-04,75,False
2018-11-11,55,False
2018-11-18,43,False
2018-11-25,22,False
2018-12-02,32,False
2018-12-09,20,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,37,False
2019-01-20,18,False
2019-01-27,44,False
2019-02-03,27,False
2019-02-10,54,False
2019-02-17,18,False
2019-02-24,56,False
2019-03-03,92,False
2019-03-10,28,False
2019-03-17,40,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,41,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,40,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,40,False
2019-06-09,0,False
2019-06-16,18,False
2019-06-23,50,False
2019-06-30,28,False
2019-07-07,35,False
2019-07-14,17,False
2019-07-21,24,False
2019-07-28,47,False
2019-08-04,22,False
2019-08-11,35,False
2019-08-18,40,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,17,False
2019-09-15,35,False
2019-09-22,0,False
2019-09-29,18,False
2019-10-06,0,False
2019-10-13,18,False
2019-10-20,28,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,46,False
2019-11-17,55,False
2019-11-24,19,False
2019-12-01,38,False
2019-12-08,19,False
2019-12-15,27,False
2019-12-22,18,False
2019-12-29,14,False
2020-01-05,30,False
2020-01-12,31,False
2020-01-19,16,False
2020-01-26,0,False
2020-02-02,39,False
2020-02-09,55,False
2020-02-16,24,False
2020-02-23,14,False
2020-03-01,30,False
2020-03-08,15,False
2020-03-15,16,False
2020-03-22,22,False
2020-03-29,15,False
2020-04-05,32,False
2020-04-12,16,False
2020-04-19,16,False
2020-04-26,53,True
