date,Ford Schlüssel,isPartial
2018-01-07,20,False
2018-01-14,19,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,60,False
2018-02-25,20,False
2018-03-04,20,False
2018-03-11,20,False
2018-03-18,41,False
2018-03-25,21,False
2018-04-01,43,False
2018-04-08,31,False
2018-04-15,31,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,21,False
2018-05-13,0,False
2018-05-20,22,False
2018-05-27,0,False
2018-06-03,31,False
2018-06-10,0,False
2018-06-17,41,False
2018-06-24,40,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,31,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,23,False
2018-08-26,33,False
2018-09-02,0,False
2018-09-09,62,False
2018-09-16,20,False
2018-09-23,41,False
2018-09-30,41,False
2018-10-07,61,False
2018-10-14,40,False
2018-10-21,39,False
2018-10-28,20,False
2018-11-04,29,False
2018-11-11,58,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,20,False
2018-12-23,23,False
2018-12-30,52,False
2019-01-06,0,False
2019-01-13,18,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,37,False
2019-02-10,56,False
2019-02-17,38,False
2019-02-24,0,False
2019-03-03,19,False
2019-03-10,18,False
2019-03-17,58,False
2019-03-24,29,False
2019-03-31,19,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,19,False
2019-06-02,0,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,18,False
2019-07-14,0,False
2019-07-21,100,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,41,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,38,False
2019-09-15,19,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,36,False
2019-10-27,36,False
2019-11-03,35,False
2019-11-10,36,False
2019-11-17,17,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,52,False
2019-12-15,36,False
2019-12-22,41,False
2019-12-29,39,False
2020-01-05,35,False
2020-01-12,50,False
2020-01-19,34,False
2020-01-26,16,False
2020-02-02,33,False
2020-02-09,33,False
2020-02-16,17,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,44,False
2020-03-29,0,False
2020-04-05,33,False
2020-04-12,16,False
2020-04-19,0,False
2020-04-26,15,False
2020-05-03,22,False
2020-05-10,15,False
