date,Hausmeister,isPartial
2018-01-07,35,False
2018-01-14,34,False
2018-01-21,51,False
2018-01-28,34,False
2018-02-04,35,False
2018-02-11,69,False
2018-02-18,69,False
2018-02-25,52,False
2018-03-04,34,False
2018-03-11,34,False
2018-03-18,89,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,0,False
2018-04-22,51,False
2018-04-29,0,False
2018-05-06,87,False
2018-05-13,70,False
2018-05-20,37,False
2018-05-27,34,False
2018-06-03,35,False
2018-06-10,34,False
2018-06-17,34,False
2018-06-24,60,False
2018-07-01,37,False
2018-07-08,37,False
2018-07-15,40,False
2018-07-22,39,False
2018-07-29,56,False
2018-08-05,34,False
2018-08-12,52,False
2018-08-19,53,False
2018-08-26,53,False
2018-09-02,53,False
2018-09-09,54,False
2018-09-16,53,False
2018-09-23,47,False
2018-09-30,0,False
2018-10-07,92,False
2018-10-14,0,False
2018-10-21,51,False
2018-10-28,46,False
2018-11-04,33,False
2018-11-11,45,False
2018-11-18,33,False
2018-11-25,34,False
2018-12-02,34,False
2018-12-09,70,False
2018-12-16,54,False
2018-12-23,0,False
2018-12-30,39,False
2019-01-06,33,False
2019-01-13,33,False
2019-01-20,100,False
2019-01-27,68,False
2019-02-03,34,False
2019-02-10,69,False
2019-02-17,69,False
2019-02-24,35,False
2019-03-03,33,False
2019-03-10,33,False
2019-03-17,79,False
2019-03-24,35,False
2019-03-31,35,False
2019-04-07,37,False
2019-04-14,39,False
2019-04-21,37,False
2019-04-28,70,False
2019-05-05,68,False
2019-05-12,35,False
2019-05-19,34,False
2019-05-26,70,False
2019-06-02,34,False
2019-06-09,53,False
2019-06-16,57,False
2019-06-23,35,False
2019-06-30,65,False
2019-07-07,35,False
2019-07-14,93,False
2019-07-21,39,False
2019-07-28,39,False
2019-08-04,62,False
2019-08-11,84,False
2019-08-18,34,False
2019-08-25,35,False
2019-09-01,63,False
2019-09-08,66,False
2019-09-15,68,False
2019-09-22,67,False
2019-09-29,34,False
2019-10-06,0,False
2019-10-13,32,False
2019-10-20,43,False
2019-10-27,32,False
2019-11-03,31,False
2019-11-10,62,False
2019-11-17,0,False
2019-11-24,91,False
2019-12-01,47,False
2019-12-08,64,False
2019-12-15,32,False
2019-12-22,40,False
2019-12-29,54,False
2020-01-05,76,False
2020-01-12,29,False
2020-01-19,46,False
2020-01-26,31,False
2020-02-02,46,False
2020-02-09,46,False
2020-02-16,41,False
2020-02-23,61,False
2020-03-01,61,False
2020-03-08,29,False
2020-03-15,56,False
2020-03-22,28,False
2020-03-29,29,False
2020-04-05,47,False
2020-04-12,30,False
2020-04-19,73,False
2020-04-26,28,False
2020-05-03,0,False
2020-05-10,40,False
