date,Blumen,isPartial
2018-01-07,24,False
2018-01-14,16,False
2018-01-21,18,False
2018-01-28,23,False
2018-02-04,25,False
2018-02-11,43,False
2018-02-18,16,False
2018-02-25,22,False
2018-03-04,28,False
2018-03-11,18,False
2018-03-18,28,False
2018-03-25,21,False
2018-04-01,34,False
2018-04-08,20,False
2018-04-15,20,False
2018-04-22,23,False
2018-04-29,38,False
2018-05-06,41,False
2018-05-13,31,False
2018-05-20,24,False
2018-05-27,15,False
2018-06-03,19,False
2018-06-10,26,False
2018-06-17,27,False
2018-06-24,15,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,20,False
2018-07-22,31,False
2018-07-29,21,False
2018-08-05,22,False
2018-08-12,19,False
2018-08-19,12,False
2018-08-26,33,False
2018-09-02,24,False
2018-09-09,28,False
2018-09-16,19,False
2018-09-23,15,False
2018-09-30,11,False
2018-10-07,23,False
2018-10-14,30,False
2018-10-21,21,False
2018-10-28,22,False
2018-11-04,18,False
2018-11-11,16,False
2018-11-18,14,False
2018-11-25,27,False
2018-12-02,16,False
2018-12-09,8,False
2018-12-16,8,False
2018-12-23,21,False
2018-12-30,21,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,16,False
2019-01-27,14,False
2019-02-03,20,False
2019-02-10,26,False
2019-02-17,22,False
2019-02-24,16,False
2019-03-03,17,False
2019-03-10,35,False
2019-03-17,26,False
2019-03-24,38,False
2019-03-31,22,False
2019-04-07,21,False
2019-04-14,30,False
2019-04-21,26,False
2019-04-28,21,False
2019-05-05,42,False
2019-05-12,23,False
2019-05-19,28,False
2019-05-26,24,False
2019-06-02,17,False
2019-06-09,12,False
2019-06-16,23,False
2019-06-23,24,False
2019-06-30,26,False
2019-07-07,16,False
2019-07-14,15,False
2019-07-21,11,False
2019-07-28,19,False
2019-08-04,14,False
2019-08-11,22,False
2019-08-18,22,False
2019-08-25,28,False
2019-09-01,11,False
2019-09-08,19,False
2019-09-15,28,False
2019-09-22,15,False
2019-09-29,10,False
2019-10-06,12,False
2019-10-13,19,False
2019-10-20,21,False
2019-10-27,16,False
2019-11-03,25,False
2019-11-10,17,False
2019-11-17,27,False
2019-11-24,19,False
2019-12-01,14,False
2019-12-08,9,False
2019-12-15,14,False
2019-12-22,13,False
2019-12-29,12,False
2020-01-05,17,False
2020-01-12,18,False
2020-01-19,27,False
2020-01-26,17,False
2020-02-02,22,False
2020-02-09,32,False
2020-02-16,17,False
2020-02-23,19,False
2020-03-01,40,False
2020-03-08,22,False
2020-03-15,48,False
2020-03-22,47,False
2020-03-29,81,False
2020-04-05,100,False
2020-04-12,39,False
2020-04-19,50,False
2020-04-26,61,False
2020-05-03,75,False
2020-05-10,49,False
2020-05-17,56,False
2020-05-24,28,False
2020-05-31,31,False
2020-06-07,15,False
2020-06-14,43,False
2020-06-21,46,False
2020-06-28,27,False
2020-07-05,27,False
