date,Blumen,isPartial
2018-01-07,26,False
2018-01-14,22,False
2018-01-21,15,False
2018-01-28,15,False
2018-02-04,19,False
2018-02-11,20,False
2018-02-18,13,False
2018-02-25,19,False
2018-03-04,23,False
2018-03-11,18,False
2018-03-18,15,False
2018-03-25,26,False
2018-04-01,18,False
2018-04-08,27,False
2018-04-15,24,False
2018-04-22,20,False
2018-04-29,21,False
2018-05-06,26,False
2018-05-13,8,False
2018-05-20,9,False
2018-05-27,8,False
2018-06-03,15,False
2018-06-10,15,False
2018-06-17,31,False
2018-06-24,20,False
2018-07-01,21,False
2018-07-08,27,False
2018-07-15,18,False
2018-07-22,9,False
2018-07-29,20,False
2018-08-05,9,False
2018-08-12,13,False
2018-08-19,17,False
2018-08-26,8,False
2018-09-02,13,False
2018-09-09,12,False
2018-09-16,16,False
2018-09-23,8,False
2018-09-30,9,False
2018-10-07,9,False
2018-10-14,8,False
2018-10-21,16,False
2018-10-28,24,False
2018-11-04,16,False
2018-11-11,8,False
2018-11-18,19,False
2018-11-25,8,False
2018-12-02,12,False
2018-12-09,16,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,27,False
2019-01-13,18,False
2019-01-20,30,False
2019-01-27,16,False
2019-02-03,27,False
2019-02-10,44,False
2019-02-17,23,False
2019-02-24,32,False
2019-03-03,15,False
2019-03-10,13,False
2019-03-17,21,False
2019-03-24,20,False
2019-03-31,12,False
2019-04-07,48,False
2019-04-14,9,False
2019-04-21,14,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,8,False
2019-05-19,37,False
2019-05-26,11,False
2019-06-02,13,False
2019-06-09,28,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,15,False
2019-07-07,15,False
2019-07-14,39,False
2019-07-21,17,False
2019-07-28,0,False
2019-08-04,17,False
2019-08-11,15,False
2019-08-18,14,False
2019-08-25,43,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,13,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,19,False
2019-10-20,13,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,44,False
2019-11-24,30,False
2019-12-01,15,False
2019-12-08,14,False
2019-12-15,16,False
2019-12-22,48,False
2019-12-29,20,False
2020-01-05,13,False
2020-01-12,20,False
2020-01-19,15,False
2020-01-26,29,False
2020-02-02,25,False
2020-02-09,30,False
2020-02-16,18,False
2020-02-23,13,False
2020-03-01,43,False
2020-03-08,12,False
2020-03-15,20,False
2020-03-22,77,False
2020-03-29,33,False
2020-04-05,92,False
2020-04-12,37,False
2020-04-19,42,False
2020-04-26,23,False
2020-05-03,86,False
2020-05-10,58,False
2020-05-17,38,False
2020-05-24,35,False
2020-05-31,29,False
2020-06-07,14,False
2020-06-14,47,False
2020-06-21,100,False
2020-06-28,14,False
2020-07-05,23,False
