date,Blumen,isPartial
2018-01-07,15,False
2018-01-14,14,False
2018-01-21,28,False
2018-01-28,14,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,30,False
2018-02-25,15,False
2018-03-04,45,False
2018-03-11,22,False
2018-03-18,15,False
2018-03-25,25,False
2018-04-01,41,False
2018-04-08,24,False
2018-04-15,34,False
2018-04-22,16,False
2018-04-29,15,False
2018-05-06,50,False
2018-05-13,31,False
2018-05-20,25,False
2018-05-27,17,False
2018-06-03,41,False
2018-06-10,15,False
2018-06-17,24,False
2018-06-24,33,False
2018-07-01,16,False
2018-07-08,26,False
2018-07-15,18,False
2018-07-22,37,False
2018-07-29,0,False
2018-08-05,18,False
2018-08-12,26,False
2018-08-19,49,False
2018-08-26,0,False
2018-09-02,16,False
2018-09-09,42,False
2018-09-16,16,False
2018-09-23,33,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,17,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,16,False
2018-11-18,16,False
2018-11-25,31,False
2018-12-02,16,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,48,False
2018-12-30,21,False
2019-01-06,0,False
2019-01-13,15,False
2019-01-20,22,False
2019-01-27,15,False
2019-02-03,16,False
2019-02-10,52,False
2019-02-17,16,False
2019-02-24,47,False
2019-03-03,16,False
2019-03-10,16,False
2019-03-17,66,False
2019-03-24,23,False
2019-03-31,16,False
2019-04-07,37,False
2019-04-14,28,False
2019-04-21,18,False
2019-04-28,29,False
2019-05-05,61,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,43,False
2019-06-02,47,False
2019-06-09,24,False
2019-06-16,34,False
2019-06-23,34,False
2019-06-30,17,False
2019-07-07,35,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,22,False
2019-08-04,38,False
2019-08-11,42,False
2019-08-18,30,False
2019-08-25,0,False
2019-09-01,15,False
2019-09-08,0,False
2019-09-15,47,False
2019-09-22,29,False
2019-09-29,15,False
2019-10-06,34,False
2019-10-13,24,False
2019-10-20,43,False
2019-10-27,22,False
2019-11-03,15,False
2019-11-10,15,False
2019-11-17,22,False
2019-11-24,36,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,15,False
2019-12-22,42,False
2019-12-29,40,False
2020-01-05,0,False
2020-01-12,13,False
2020-01-19,14,False
2020-01-26,0,False
2020-02-02,23,False
2020-02-09,62,False
2020-02-16,36,False
2020-02-23,14,False
2020-03-01,26,False
2020-03-08,13,False
2020-03-15,21,False
2020-03-22,99,False
2020-03-29,92,False
2020-04-05,88,False
2020-04-12,41,False
2020-04-19,78,False
2020-04-26,52,False
2020-05-03,100,False
2020-05-10,73,False
2020-05-17,14,False
2020-05-24,33,False
2020-05-31,33,False
2020-06-07,13,False
2020-06-14,20,False
2020-06-21,28,False
2020-06-28,21,False
2020-07-05,15,False
