date,Blumen,isPartial
2018-01-07,7,False
2018-01-14,14,False
2018-01-21,22,False
2018-01-28,8,False
2018-02-04,29,False
2018-02-11,18,False
2018-02-18,21,False
2018-02-25,14,False
2018-03-04,28,False
2018-03-11,18,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,36,False
2018-04-08,31,False
2018-04-15,30,False
2018-04-22,36,False
2018-04-29,36,False
2018-05-06,34,False
2018-05-13,41,False
2018-05-20,11,False
2018-05-27,11,False
2018-06-03,25,False
2018-06-10,18,False
2018-06-17,11,False
2018-06-24,7,False
2018-07-01,21,False
2018-07-08,19,False
2018-07-15,20,False
2018-07-22,21,False
2018-07-29,13,False
2018-08-05,18,False
2018-08-12,11,False
2018-08-19,14,False
2018-08-26,7,False
2018-09-02,15,False
2018-09-09,22,False
2018-09-16,22,False
2018-09-23,26,False
2018-09-30,15,False
2018-10-07,16,False
2018-10-14,8,False
2018-10-21,15,False
2018-10-28,7,False
2018-11-04,7,False
2018-11-11,14,False
2018-11-18,20,False
2018-11-25,18,False
2018-12-02,14,False
2018-12-09,14,False
2018-12-16,22,False
2018-12-23,21,False
2018-12-30,15,False
2019-01-06,20,False
2019-01-13,13,False
2019-01-20,16,False
2019-01-27,14,False
2019-02-03,16,False
2019-02-10,21,False
2019-02-17,41,False
2019-02-24,14,False
2019-03-03,7,False
2019-03-10,20,False
2019-03-17,24,False
2019-03-24,28,False
2019-03-31,17,False
2019-04-07,18,False
2019-04-14,35,False
2019-04-21,33,False
2019-04-28,23,False
2019-05-05,42,False
2019-05-12,27,False
2019-05-19,30,False
2019-05-26,22,False
2019-06-02,19,False
2019-06-09,17,False
2019-06-16,14,False
2019-06-23,26,False
2019-06-30,25,False
2019-07-07,22,False
2019-07-14,16,False
2019-07-21,27,False
2019-07-28,21,False
2019-08-04,42,False
2019-08-11,20,False
2019-08-18,17,False
2019-08-25,14,False
2019-09-01,17,False
2019-09-08,10,False
2019-09-15,21,False
2019-09-22,20,False
2019-09-29,14,False
2019-10-06,29,False
2019-10-13,11,False
2019-10-20,6,False
2019-10-27,6,False
2019-11-03,16,False
2019-11-10,26,False
2019-11-17,10,False
2019-11-24,6,False
2019-12-01,20,False
2019-12-08,13,False
2019-12-15,20,False
2019-12-22,22,False
2019-12-29,11,False
2020-01-05,16,False
2020-01-12,25,False
2020-01-19,15,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,22,False
2020-02-16,19,False
2020-02-23,35,False
2020-03-01,33,False
2020-03-08,31,False
2020-03-15,46,False
2020-03-22,47,False
2020-03-29,100,False
2020-04-05,48,False
2020-04-12,66,False
2020-04-19,45,False
2020-04-26,32,False
2020-05-03,62,False
2020-05-10,36,False
2020-05-17,23,False
2020-05-24,28,False
2020-05-31,30,False
2020-06-07,10,False
2020-06-14,19,False
2020-06-21,24,False
2020-06-28,14,False
2020-07-05,9,False
