date,Blumen,isPartial
2018-01-07,26,False
2018-01-14,21,False
2018-01-21,15,False
2018-01-28,41,False
2018-02-04,20,False
2018-02-11,17,False
2018-02-18,9,False
2018-02-25,14,False
2018-03-04,15,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,31,False
2018-04-01,23,False
2018-04-08,19,False
2018-04-15,21,False
2018-04-22,28,False
2018-04-29,47,False
2018-05-06,65,False
2018-05-13,14,False
2018-05-20,27,False
2018-05-27,34,False
2018-06-03,46,False
2018-06-10,25,False
2018-06-17,32,False
2018-06-24,25,False
2018-07-01,13,False
2018-07-08,25,False
2018-07-15,24,False
2018-07-22,29,False
2018-07-29,22,False
2018-08-05,27,False
2018-08-12,11,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,31,False
2018-09-09,25,False
2018-09-16,13,False
2018-09-23,0,False
2018-09-30,12,False
2018-10-07,20,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,0,False
2018-11-04,39,False
2018-11-11,20,False
2018-11-18,12,False
2018-11-25,26,False
2018-12-02,12,False
2018-12-09,24,False
2018-12-16,41,False
2018-12-23,10,False
2018-12-30,12,False
2019-01-06,16,False
2019-01-13,10,False
2019-01-20,14,False
2019-01-27,19,False
2019-02-03,9,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,44,False
2019-03-03,19,False
2019-03-10,24,False
2019-03-17,22,False
2019-03-24,33,False
2019-03-31,17,False
2019-04-07,12,False
2019-04-14,25,False
2019-04-21,26,False
2019-04-28,26,False
2019-05-05,33,False
2019-05-12,70,False
2019-05-19,45,False
2019-05-26,19,False
2019-06-02,35,False
2019-06-09,17,False
2019-06-16,11,False
2019-06-23,11,False
2019-06-30,23,False
2019-07-07,33,False
2019-07-14,33,False
2019-07-21,16,False
2019-07-28,31,False
2019-08-04,31,False
2019-08-11,15,False
2019-08-18,50,False
2019-08-25,15,False
2019-09-01,25,False
2019-09-08,31,False
2019-09-15,11,False
2019-09-22,36,False
2019-09-29,56,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,21,False
2019-11-10,27,False
2019-11-17,16,False
2019-11-24,10,False
2019-12-01,16,False
2019-12-08,0,False
2019-12-15,14,False
2019-12-22,12,False
2019-12-29,11,False
2020-01-05,13,False
2020-01-12,8,False
2020-01-19,16,False
2020-01-26,8,False
2020-02-02,19,False
2020-02-09,31,False
2020-02-16,29,False
2020-02-23,7,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,33,False
2020-03-22,52,False
2020-03-29,75,False
2020-04-05,100,False
2020-04-12,61,False
2020-04-19,39,False
2020-04-26,72,False
2020-05-03,84,False
2020-05-10,17,False
2020-05-17,37,False
2020-05-24,26,False
2020-05-31,21,False
2020-06-07,38,False
2020-06-14,18,False
2020-06-21,28,False
2020-06-28,23,False
2020-07-05,9,False
