date,Reparatur Waschmaschine,isPartial
2018-01-07,25,False
2018-01-14,52,False
2018-01-21,63,False
2018-01-28,63,False
2018-02-04,53,False
2018-02-11,64,False
2018-02-18,38,False
2018-02-25,26,False
2018-03-04,50,False
2018-03-11,38,False
2018-03-18,63,False
2018-03-25,54,False
2018-04-01,43,False
2018-04-08,53,False
2018-04-15,40,False
2018-04-22,26,False
2018-04-29,40,False
2018-05-06,28,False
2018-05-13,27,False
2018-05-20,28,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,42,False
2018-06-17,38,False
2018-06-24,26,False
2018-07-01,54,False
2018-07-08,27,False
2018-07-15,29,False
2018-07-22,30,False
2018-07-29,31,False
2018-08-05,39,False
2018-08-12,30,False
2018-08-19,70,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,31,False
2018-10-07,33,False
2018-10-14,36,False
2018-10-21,28,False
2018-10-28,27,False
2018-11-04,50,False
2018-11-11,26,False
2018-11-18,34,False
2018-11-25,25,False
2018-12-02,34,False
2018-12-09,27,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,45,False
2019-01-06,25,False
2019-01-13,43,False
2019-01-20,34,False
2019-01-27,20,False
2019-02-03,26,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,50,False
2019-03-03,41,False
2019-03-10,25,False
2019-03-17,25,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,55,False
2019-04-14,29,False
2019-04-21,29,False
2019-04-28,21,False
2019-05-05,25,False
2019-05-12,26,False
2019-05-19,50,False
2019-05-26,27,False
2019-06-02,59,False
2019-06-09,26,False
2019-06-16,34,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,52,False
2019-07-14,0,False
2019-07-21,55,False
2019-07-28,26,False
2019-08-04,26,False
2019-08-11,26,False
2019-08-18,38,False
2019-08-25,24,False
2019-09-01,59,False
2019-09-08,77,False
2019-09-15,37,False
2019-09-22,25,False
2019-09-29,38,False
2019-10-06,25,False
2019-10-13,49,False
2019-10-20,37,False
2019-10-27,24,False
2019-11-03,42,False
2019-11-10,24,False
2019-11-17,48,False
2019-11-24,23,False
2019-12-01,66,False
2019-12-08,48,False
2019-12-15,100,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,66,False
2020-01-12,30,False
2020-01-19,35,False
2020-01-26,23,False
2020-02-02,36,False
2020-02-09,31,False
2020-02-16,23,False
2020-02-23,33,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,21,False
2020-03-22,22,False
2020-03-29,22,False
2020-04-05,34,False
2020-04-12,24,False
2020-04-19,23,False
2020-04-26,65,False
2020-05-03,0,False
2020-05-10,37,False
