date,piscine,isPartial
2018-01-07,10,False
2018-01-14,12,False
2018-01-21,11,False
2018-01-28,11,False
2018-02-04,9,False
2018-02-11,9,False
2018-02-18,11,False
2018-02-25,14,False
2018-03-04,15,False
2018-03-11,11,False
2018-03-18,12,False
2018-03-25,12,False
2018-04-01,15,False
2018-04-08,12,False
2018-04-15,22,False
2018-04-22,20,False
2018-04-29,19,False
2018-05-06,32,False
2018-05-13,15,False
2018-05-20,24,False
2018-05-27,19,False
2018-06-03,19,False
2018-06-10,17,False
2018-06-17,25,False
2018-06-24,49,False
2018-07-01,44,False
2018-07-08,43,False
2018-07-15,37,False
2018-07-22,53,False
2018-07-29,51,False
2018-08-05,44,False
2018-08-12,34,False
2018-08-19,26,False
2018-08-26,18,False
2018-09-02,20,False
2018-09-09,18,False
2018-09-16,15,False
2018-09-23,10,False
2018-09-30,9,False
2018-10-07,12,False
2018-10-14,10,False
2018-10-21,13,False
2018-10-28,11,False
2018-11-04,9,False
2018-11-11,7,False
2018-11-18,7,False
2018-11-25,7,False
2018-12-02,7,False
2018-12-09,6,False
2018-12-16,7,False
2018-12-23,10,False
2018-12-30,12,False
2019-01-06,11,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,10,False
2019-02-03,11,False
2019-02-10,16,False
2019-02-17,17,False
2019-02-24,12,False
2019-03-03,12,False
2019-03-10,12,False
2019-03-17,14,False
2019-03-24,15,False
2019-03-31,14,False
2019-04-07,16,False
2019-04-14,19,False
2019-04-21,18,False
2019-04-28,17,False
2019-05-05,15,False
2019-05-12,15,False
2019-05-19,17,False
2019-05-26,30,False
2019-06-02,28,False
2019-06-09,20,False
2019-06-16,38,False
2019-06-23,100,False
2019-06-30,56,False
2019-07-07,46,False
2019-07-14,38,False
2019-07-21,57,False
2019-07-28,30,False
2019-08-04,29,False
2019-08-11,22,False
2019-08-18,24,False
2019-08-25,32,False
2019-09-01,20,False
2019-09-08,16,False
2019-09-15,18,False
2019-09-22,11,False
2019-09-29,11,False
2019-10-06,10,False
2019-10-13,10,False
2019-10-20,12,False
2019-10-27,12,False
2019-11-03,9,False
2019-11-10,10,False
2019-11-17,7,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,7,False
2019-12-15,8,False
2019-12-22,11,False
2019-12-29,11,False
2020-01-05,10,False
2020-01-12,11,False
2020-01-19,13,False
2020-01-26,11,False
2020-02-02,12,False
2020-02-09,12,False
2020-02-16,16,False
2020-02-23,13,False
2020-03-01,11,False
2020-03-08,13,False
2020-03-15,6,False
2020-03-22,5,False
2020-03-29,8,False
2020-04-05,18,False
2020-04-12,24,False
2020-04-19,23,False
2020-04-26,19,False
2020-05-03,20,False
2020-05-10,21,False
2020-05-17,57,False
2020-05-24,63,False
2020-05-31,52,False
2020-06-07,28,False
2020-06-14,28,False
2020-06-21,41,True
