date,piscine,isPartial
2018-01-07,17,False
2018-01-14,18,False
2018-01-21,17,False
2018-01-28,18,False
2018-02-04,15,False
2018-02-11,15,False
2018-02-18,17,False
2018-02-25,21,False
2018-03-04,21,False
2018-03-11,17,False
2018-03-18,18,False
2018-03-25,16,False
2018-04-01,19,False
2018-04-08,18,False
2018-04-15,26,False
2018-04-22,29,False
2018-04-29,27,False
2018-05-06,42,False
2018-05-13,17,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,24,False
2018-06-10,21,False
2018-06-17,23,False
2018-06-24,46,False
2018-07-01,67,False
2018-07-08,53,False
2018-07-15,51,False
2018-07-22,77,False
2018-07-29,64,False
2018-08-05,56,False
2018-08-12,37,False
2018-08-19,29,False
2018-08-26,24,False
2018-09-02,22,False
2018-09-09,19,False
2018-09-16,18,False
2018-09-23,16,False
2018-09-30,14,False
2018-10-07,15,False
2018-10-14,16,False
2018-10-21,21,False
2018-10-28,19,False
2018-11-04,14,False
2018-11-11,13,False
2018-11-18,11,False
2018-11-25,12,False
2018-12-02,11,False
2018-12-09,11,False
2018-12-16,12,False
2018-12-23,17,False
2018-12-30,20,False
2019-01-06,16,False
2019-01-13,19,False
2019-01-20,14,False
2019-01-27,14,False
2019-02-03,16,False
2019-02-10,23,False
2019-02-17,25,False
2019-02-24,21,False
2019-03-03,18,False
2019-03-10,20,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,18,False
2019-04-07,25,False
2019-04-14,30,False
2019-04-21,25,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,19,False
2019-05-19,20,False
2019-05-26,31,False
2019-06-02,30,False
2019-06-09,23,False
2019-06-16,37,False
2019-06-23,100,False
2019-06-30,60,False
2019-07-07,41,False
2019-07-14,40,False
2019-07-21,82,False
2019-07-28,38,False
2019-08-04,33,False
2019-08-11,32,False
2019-08-18,35,False
2019-08-25,41,False
2019-09-01,25,False
2019-09-08,21,False
2019-09-15,19,False
2019-09-22,18,False
2019-09-29,15,False
2019-10-06,16,False
2019-10-13,15,False
2019-10-20,20,False
2019-10-27,19,False
2019-11-03,15,False
2019-11-10,14,False
2019-11-17,12,False
2019-11-24,11,False
2019-12-01,12,False
2019-12-08,11,False
2019-12-15,11,False
2019-12-22,16,False
2019-12-29,19,False
2020-01-05,16,False
2020-01-12,18,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,19,False
2020-02-09,19,False
2020-02-16,28,False
2020-02-23,25,False
2020-03-01,19,False
2020-03-08,20,False
2020-03-15,6,False
2020-03-22,6,False
2020-03-29,7,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,24,False
2020-04-26,19,False
2020-05-03,23,False
2020-05-10,21,False
2020-05-17,63,False
2020-05-24,74,False
2020-05-31,72,False
2020-06-07,36,False
2020-06-14,39,False
2020-06-21,58,True
