date,piscine,isPartial
2018-01-07,18,False
2018-01-14,17,False
2018-01-21,17,False
2018-01-28,17,False
2018-02-04,17,False
2018-02-11,16,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,19,False
2018-03-25,19,False
2018-04-01,21,False
2018-04-08,21,False
2018-04-15,43,False
2018-04-22,32,False
2018-04-29,28,False
2018-05-06,41,False
2018-05-13,21,False
2018-05-20,27,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,22,False
2018-06-17,31,False
2018-06-24,52,False
2018-07-01,60,False
2018-07-08,52,False
2018-07-15,41,False
2018-07-22,62,False
2018-07-29,65,False
2018-08-05,58,False
2018-08-12,43,False
2018-08-19,36,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,28,False
2018-09-16,23,False
2018-09-23,19,False
2018-09-30,17,False
2018-10-07,17,False
2018-10-14,17,False
2018-10-21,19,False
2018-10-28,17,False
2018-11-04,14,False
2018-11-11,15,False
2018-11-18,12,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,11,False
2018-12-16,12,False
2018-12-23,18,False
2018-12-30,19,False
2019-01-06,17,False
2019-01-13,17,False
2019-01-20,16,False
2019-01-27,15,False
2019-02-03,18,False
2019-02-10,18,False
2019-02-17,20,False
2019-02-24,23,False
2019-03-03,22,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,21,False
2019-04-14,22,False
2019-04-21,27,False
2019-04-28,26,False
2019-05-05,22,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,32,False
2019-06-02,29,False
2019-06-09,24,False
2019-06-16,35,False
2019-06-23,100,False
2019-06-30,58,False
2019-07-07,45,False
2019-07-14,38,False
2019-07-21,67,False
2019-07-28,36,False
2019-08-04,37,False
2019-08-11,30,False
2019-08-18,37,False
2019-08-25,41,False
2019-09-01,29,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,19,False
2019-09-29,17,False
2019-10-06,15,False
2019-10-13,15,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,16,False
2019-11-10,15,False
2019-11-17,13,False
2019-11-24,13,False
2019-12-01,15,False
2019-12-08,13,False
2019-12-15,13,False
2019-12-22,16,False
2019-12-29,18,False
2020-01-05,16,False
2020-01-12,17,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,18,False
2020-02-09,21,False
2020-02-16,23,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,20,False
2020-03-15,7,False
2020-03-22,6,False
2020-03-29,7,False
2020-04-05,16,False
2020-04-12,17,False
2020-04-19,18,False
2020-04-26,16,False
2020-05-03,17,False
2020-05-10,17,False
2020-05-17,40,False
2020-05-24,44,False
2020-05-31,42,False
2020-06-07,27,False
2020-06-14,34,False
2020-06-21,53,True
