date,piscine,isPartial
2018-01-07,11,False
2018-01-14,13,False
2018-01-21,10,False
2018-01-28,12,False
2018-02-04,10,False
2018-02-11,12,False
2018-02-18,14,False
2018-02-25,13,False
2018-03-04,18,False
2018-03-11,13,False
2018-03-18,14,False
2018-03-25,16,False
2018-04-01,14,False
2018-04-08,15,False
2018-04-15,23,False
2018-04-22,25,False
2018-04-29,21,False
2018-05-06,32,False
2018-05-13,17,False
2018-05-20,21,False
2018-05-27,23,False
2018-06-03,28,False
2018-06-10,22,False
2018-06-17,22,False
2018-06-24,37,False
2018-07-01,49,False
2018-07-08,41,False
2018-07-15,38,False
2018-07-22,51,False
2018-07-29,59,False
2018-08-05,48,False
2018-08-12,29,False
2018-08-19,23,False
2018-08-26,17,False
2018-09-02,17,False
2018-09-09,20,False
2018-09-16,13,False
2018-09-23,11,False
2018-09-30,13,False
2018-10-07,10,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,13,False
2018-11-04,9,False
2018-11-11,11,False
2018-11-18,9,False
2018-11-25,9,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,7,False
2018-12-23,11,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,13,False
2019-01-20,10,False
2019-01-27,11,False
2019-02-03,13,False
2019-02-10,16,False
2019-02-17,18,False
2019-02-24,13,False
2019-03-03,13,False
2019-03-10,12,False
2019-03-17,16,False
2019-03-24,14,False
2019-03-31,16,False
2019-04-07,17,False
2019-04-14,21,False
2019-04-21,19,False
2019-04-28,20,False
2019-05-05,19,False
2019-05-12,15,False
2019-05-19,16,False
2019-05-26,26,False
2019-06-02,29,False
2019-06-09,21,False
2019-06-16,35,False
2019-06-23,100,False
2019-06-30,54,False
2019-07-07,38,False
2019-07-14,32,False
2019-07-21,54,False
2019-07-28,30,False
2019-08-04,29,False
2019-08-11,25,False
2019-08-18,24,False
2019-08-25,28,False
2019-09-01,23,False
2019-09-08,18,False
2019-09-15,12,False
2019-09-22,13,False
2019-09-29,11,False
2019-10-06,10,False
2019-10-13,11,False
2019-10-20,15,False
2019-10-27,13,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,9,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,8,False
2019-12-15,8,False
2019-12-22,12,False
2019-12-29,15,False
2020-01-05,9,False
2020-01-12,14,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,13,False
2020-02-09,16,False
2020-02-16,20,False
2020-02-23,18,False
2020-03-01,12,False
2020-03-08,15,False
2020-03-15,6,False
2020-03-22,7,False
2020-03-29,8,False
2020-04-05,22,False
2020-04-12,25,False
2020-04-19,28,False
2020-04-26,20,False
2020-05-03,22,False
2020-05-10,22,False
2020-05-17,54,False
2020-05-24,57,False
2020-05-31,50,False
2020-06-07,28,False
2020-06-14,29,False
2020-06-21,43,True
