date,piscine,isPartial
2018-01-07,12,False
2018-01-14,11,False
2018-01-21,11,False
2018-01-28,9,False
2018-02-04,10,False
2018-02-11,16,False
2018-02-18,17,False
2018-02-25,12,False
2018-03-04,14,False
2018-03-11,14,False
2018-03-18,14,False
2018-03-25,15,False
2018-04-01,17,False
2018-04-08,19,False
2018-04-15,26,False
2018-04-22,21,False
2018-04-29,21,False
2018-05-06,29,False
2018-05-13,17,False
2018-05-20,22,False
2018-05-27,21,False
2018-06-03,21,False
2018-06-10,20,False
2018-06-17,32,False
2018-06-24,50,False
2018-07-01,48,False
2018-07-08,45,False
2018-07-15,37,False
2018-07-22,43,False
2018-07-29,59,False
2018-08-05,47,False
2018-08-12,32,False
2018-08-19,29,False
2018-08-26,22,False
2018-09-02,21,False
2018-09-09,21,False
2018-09-16,15,False
2018-09-23,14,False
2018-09-30,10,False
2018-10-07,8,False
2018-10-14,12,False
2018-10-21,14,False
2018-10-28,14,False
2018-11-04,10,False
2018-11-11,9,False
2018-11-18,7,False
2018-11-25,6,False
2018-12-02,8,False
2018-12-09,7,False
2018-12-16,7,False
2018-12-23,13,False
2018-12-30,15,False
2019-01-06,10,False
2019-01-13,11,False
2019-01-20,11,False
2019-01-27,10,False
2019-02-03,11,False
2019-02-10,14,False
2019-02-17,19,False
2019-02-24,19,False
2019-03-03,14,False
2019-03-10,16,False
2019-03-17,19,False
2019-03-24,20,False
2019-03-31,15,False
2019-04-07,13,False
2019-04-14,21,False
2019-04-21,22,False
2019-04-28,19,False
2019-05-05,22,False
2019-05-12,17,False
2019-05-19,17,False
2019-05-26,34,False
2019-06-02,39,False
2019-06-09,26,False
2019-06-16,42,False
2019-06-23,100,False
2019-06-30,62,False
2019-07-07,48,False
2019-07-14,44,False
2019-07-21,54,False
2019-07-28,30,False
2019-08-04,37,False
2019-08-11,23,False
2019-08-18,25,False
2019-08-25,30,False
2019-09-01,23,False
2019-09-08,20,False
2019-09-15,21,False
2019-09-22,13,False
2019-09-29,12,False
2019-10-06,12,False
2019-10-13,13,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,10,False
2019-11-10,10,False
2019-11-17,8,False
2019-11-24,11,False
2019-12-01,9,False
2019-12-08,7,False
2019-12-15,9,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,15,False
2020-01-12,11,False
2020-01-19,13,False
2020-01-26,11,False
2020-02-02,15,False
2020-02-09,14,False
2020-02-16,16,False
2020-02-23,18,False
2020-03-01,16,False
2020-03-08,16,False
2020-03-15,8,False
2020-03-22,7,False
2020-03-29,8,False
2020-04-05,23,False
2020-04-12,27,False
2020-04-19,24,False
2020-04-26,23,False
2020-05-03,34,False
2020-05-10,27,False
2020-05-17,57,False
2020-05-24,64,False
2020-05-31,58,False
2020-06-07,33,False
2020-06-14,32,False
2020-06-21,55,True
