date,Artisan peintre,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,51,False
2018-02-04,33,False
2018-02-11,0,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,34,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,71,False
2018-04-29,70,False
2018-05-06,0,False
2018-05-13,34,False
2018-05-20,72,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,0,False
2018-06-17,35,False
2018-06-24,72,False
2018-07-01,58,False
2018-07-08,72,False
2018-07-15,0,False
2018-07-22,74,False
2018-07-29,38,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,36,False
2018-09-02,36,False
2018-09-09,0,False
2018-09-16,72,False
2018-09-23,71,False
2018-09-30,71,False
2018-10-07,36,False
2018-10-14,37,False
2018-10-21,37,False
2018-10-28,36,False
2018-11-04,0,False
2018-11-11,35,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,35,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,34,False
2019-01-13,34,False
2019-01-20,33,False
2019-01-27,32,False
2019-02-03,33,False
2019-02-10,100,False
2019-02-17,70,False
2019-02-24,34,False
2019-03-03,65,False
2019-03-10,50,False
2019-03-17,35,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,65,False
2019-04-14,67,False
2019-04-21,0,False
2019-04-28,32,False
2019-05-05,31,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,68,False
2019-06-02,64,False
2019-06-09,0,False
2019-06-16,49,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,64,False
2019-07-14,33,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,34,False
2019-08-11,36,False
2019-08-18,0,False
2019-08-25,34,False
2019-09-01,31,False
2019-09-08,31,False
2019-09-15,47,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,32,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,0,False
2019-11-03,30,False
2019-11-10,30,False
2019-11-17,45,False
2019-11-24,43,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,29,False
2019-12-22,0,False
2019-12-29,42,False
2020-01-05,29,False
2020-01-12,29,False
2020-01-19,29,False
2020-01-26,0,False
2020-02-02,28,False
2020-02-09,28,False
2020-02-16,27,False
2020-02-23,54,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,26,False
2020-03-22,0,False
2020-03-29,26,False
2020-04-05,38,False
2020-04-12,26,False
2020-04-19,52,False
2020-04-26,25,False
2020-05-03,25,False
2020-05-10,51,False
2020-05-17,28,False
2020-05-24,36,False
2020-05-31,26,False
2020-06-07,39,False
2020-06-14,54,False
2020-06-21,0,True
