date,Tischdeko Hochzeit,isPartial
2018-01-07,83,False
2018-01-14,54,False
2018-01-21,27,False
2018-01-28,55,False
2018-02-04,56,False
2018-02-11,28,False
2018-02-18,69,False
2018-02-25,0,False
2018-03-04,27,False
2018-03-11,54,False
2018-03-18,42,False
2018-03-25,28,False
2018-04-01,42,False
2018-04-08,56,False
2018-04-15,85,False
2018-04-22,54,False
2018-04-29,71,False
2018-05-06,29,False
2018-05-13,41,False
2018-05-20,58,False
2018-05-27,80,False
2018-06-03,55,False
2018-06-10,53,False
2018-06-17,27,False
2018-06-24,55,False
2018-07-01,29,False
2018-07-08,57,False
2018-07-15,46,False
2018-07-22,0,False
2018-07-29,28,False
2018-08-05,26,False
2018-08-12,52,False
2018-08-19,52,False
2018-08-26,40,False
2018-09-02,54,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,54,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,54,False
2018-10-21,40,False
2018-10-28,0,False
2018-11-04,52,False
2018-11-11,81,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,40,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,75,False
2019-01-20,50,False
2019-01-27,64,False
2019-02-03,38,False
2019-02-10,0,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,39,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,40,False
2019-04-07,0,False
2019-04-14,29,False
2019-04-21,0,False
2019-04-28,26,False
2019-05-05,64,False
2019-05-12,0,False
2019-05-19,64,False
2019-05-26,26,False
2019-06-02,25,False
2019-06-09,38,False
2019-06-16,38,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,54,False
2019-07-14,0,False
2019-07-21,29,False
2019-07-28,54,False
2019-08-04,53,False
2019-08-11,37,False
2019-08-18,38,False
2019-08-25,100,False
2019-09-01,24,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,50,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,48,False
2019-11-17,0,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,67,False
2020-01-12,33,False
2020-01-19,34,False
2020-01-26,45,False
2020-02-02,67,False
2020-02-09,33,False
2020-02-16,46,False
2020-02-23,45,False
2020-03-01,45,False
2020-03-08,32,False
2020-03-15,42,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,46,False
2020-04-12,0,True
