date,cours de peinture,isPartial
2018-01-07,35,False
2018-01-14,34,False
2018-01-21,34,False
2018-01-28,54,False
2018-02-04,52,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,33,False
2018-03-04,46,False
2018-03-11,52,False
2018-03-18,0,False
2018-03-25,36,False
2018-04-01,73,False
2018-04-08,37,False
2018-04-15,40,False
2018-04-22,37,False
2018-04-29,36,False
2018-05-06,0,False
2018-05-13,36,False
2018-05-20,56,False
2018-05-27,72,False
2018-06-03,92,False
2018-06-10,35,False
2018-06-17,37,False
2018-06-24,37,False
2018-07-01,36,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,60,False
2018-08-12,41,False
2018-08-19,40,False
2018-08-26,50,False
2018-09-02,37,False
2018-09-09,87,False
2018-09-16,56,False
2018-09-23,50,False
2018-09-30,55,False
2018-10-07,93,False
2018-10-14,38,False
2018-10-21,38,False
2018-10-28,37,False
2018-11-04,36,False
2018-11-11,37,False
2018-11-18,83,False
2018-11-25,36,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,73,False
2018-12-23,41,False
2018-12-30,37,False
2019-01-06,52,False
2019-01-13,71,False
2019-01-20,34,False
2019-01-27,51,False
2019-02-03,52,False
2019-02-10,53,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,35,False
2019-03-17,91,False
2019-03-24,52,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,56,False
2019-05-05,33,False
2019-05-12,66,False
2019-05-19,100,False
2019-05-26,71,False
2019-06-02,33,False
2019-06-09,32,False
2019-06-16,34,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,66,False
2019-07-14,35,False
2019-07-21,35,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,76,False
2019-08-18,39,False
2019-08-25,59,False
2019-09-01,65,False
2019-09-08,65,False
2019-09-15,32,False
2019-09-22,32,False
2019-09-29,33,False
2019-10-06,33,False
2019-10-13,82,False
2019-10-20,65,False
2019-10-27,94,False
2019-11-03,62,False
2019-11-10,31,False
2019-11-17,51,False
2019-11-24,30,False
2019-12-01,30,False
2019-12-08,60,False
2019-12-15,0,False
2019-12-22,33,False
2019-12-29,32,False
2020-01-05,61,False
2020-01-12,89,False
2020-01-19,75,False
2020-01-26,29,False
2020-02-02,0,False
2020-02-09,29,False
2020-02-16,28,False
2020-02-23,28,False
2020-03-01,28,False
2020-03-08,28,False
2020-03-15,27,False
2020-03-22,26,False
2020-03-29,40,False
2020-04-05,40,False
2020-04-12,53,False
2020-04-19,27,False
2020-04-26,25,False
2020-05-03,51,False
2020-05-10,0,False
2020-05-17,34,True
