date,Fliesen verlegen,isPartial
2018-01-07,32,False
2018-01-14,54,False
2018-01-21,48,False
2018-01-28,63,False
2018-02-04,34,False
2018-02-11,48,False
2018-02-18,0,False
2018-02-25,65,False
2018-03-04,31,False
2018-03-11,0,False
2018-03-18,32,False
2018-03-25,84,False
2018-04-01,36,False
2018-04-08,33,False
2018-04-15,33,False
2018-04-22,33,False
2018-04-29,100,False
2018-05-06,35,False
2018-05-13,33,False
2018-05-20,35,False
2018-05-27,65,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,0,False
2018-06-24,49,False
2018-07-01,34,False
2018-07-08,0,False
2018-07-15,55,False
2018-07-22,0,False
2018-07-29,77,False
2018-08-05,73,False
2018-08-12,0,False
2018-08-19,35,False
2018-08-26,67,False
2018-09-02,82,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,64,False
2018-10-07,69,False
2018-10-14,33,False
2018-10-21,35,False
2018-10-28,33,False
2018-11-04,0,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,80,False
2018-12-02,48,False
2018-12-09,49,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,37,False
2019-01-06,31,False
2019-01-13,72,False
2019-01-20,0,False
2019-01-27,58,False
2019-02-03,33,False
2019-02-10,32,False
2019-02-17,31,False
2019-02-24,41,False
2019-03-03,0,False
2019-03-10,62,False
2019-03-17,32,False
2019-03-24,32,False
2019-03-31,64,False
2019-04-07,60,False
2019-04-14,36,False
2019-04-21,54,False
2019-04-28,78,False
2019-05-05,31,False
2019-05-12,0,False
2019-05-19,47,False
2019-05-26,33,False
2019-06-02,56,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,34,False
2019-06-30,33,False
2019-07-07,33,False
2019-07-14,67,False
2019-07-21,35,False
2019-07-28,33,False
2019-08-04,98,False
2019-08-11,32,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,38,False
2019-10-06,95,False
2019-10-13,0,False
2019-10-20,51,False
2019-10-27,0,False
2019-11-03,61,False
2019-11-10,30,False
2019-11-17,30,False
2019-11-24,44,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,80,False
2019-12-29,97,False
2020-01-05,28,False
2020-01-12,57,False
2020-01-19,0,False
2020-01-26,29,False
2020-02-02,30,False
2020-02-09,43,False
2020-02-16,44,False
2020-02-23,28,False
2020-03-01,27,False
2020-03-08,50,False
2020-03-15,27,False
2020-03-22,42,False
2020-03-29,27,False
2020-04-05,57,False
2020-04-12,30,False
2020-04-19,87,False
2020-04-26,27,False
2020-05-03,67,False
2020-05-10,28,False
