date,Fliesen verlegen,isPartial
2018-01-07,44,False
2018-01-14,33,False
2018-01-21,29,False
2018-01-28,44,False
2018-02-04,44,False
2018-02-11,33,False
2018-02-18,66,False
2018-02-25,55,False
2018-03-04,59,False
2018-03-11,44,False
2018-03-18,68,False
2018-03-25,69,False
2018-04-01,53,False
2018-04-08,23,False
2018-04-15,35,False
2018-04-22,43,False
2018-04-29,23,False
2018-05-06,31,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,22,False
2018-06-03,29,False
2018-06-10,43,False
2018-06-17,22,False
2018-06-24,37,False
2018-07-01,69,False
2018-07-08,38,False
2018-07-15,62,False
2018-07-22,23,False
2018-07-29,44,False
2018-08-05,42,False
2018-08-12,56,False
2018-08-19,62,False
2018-08-26,32,False
2018-09-02,51,False
2018-09-09,43,False
2018-09-16,44,False
2018-09-23,22,False
2018-09-30,84,False
2018-10-07,46,False
2018-10-14,73,False
2018-10-21,35,False
2018-10-28,28,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,49,False
2018-11-25,65,False
2018-12-02,28,False
2018-12-09,22,False
2018-12-16,30,False
2018-12-23,36,False
2018-12-30,45,False
2019-01-06,30,False
2019-01-13,40,False
2019-01-20,61,False
2019-01-27,48,False
2019-02-03,55,False
2019-02-10,77,False
2019-02-17,73,False
2019-02-24,50,False
2019-03-03,62,False
2019-03-10,50,False
2019-03-17,31,False
2019-03-24,43,False
2019-03-31,53,False
2019-04-07,60,False
2019-04-14,47,False
2019-04-21,65,False
2019-04-28,56,False
2019-05-05,28,False
2019-05-12,21,False
2019-05-19,62,False
2019-05-26,56,False
2019-06-02,61,False
2019-06-09,62,False
2019-06-16,28,False
2019-06-23,63,False
2019-06-30,21,False
2019-07-07,28,False
2019-07-14,33,False
2019-07-21,31,False
2019-07-28,44,False
2019-08-04,75,False
2019-08-11,39,False
2019-08-18,48,False
2019-08-25,40,False
2019-09-01,40,False
2019-09-08,54,False
2019-09-15,20,False
2019-09-22,53,False
2019-09-29,54,False
2019-10-06,34,False
2019-10-13,60,False
2019-10-20,46,False
2019-10-27,39,False
2019-11-03,44,False
2019-11-10,48,False
2019-11-17,84,False
2019-11-24,50,False
2019-12-01,63,False
2019-12-08,51,False
2019-12-15,59,False
2019-12-22,53,False
2019-12-29,46,False
2020-01-05,24,False
2020-01-12,47,False
2020-01-19,49,False
2020-01-26,49,False
2020-02-02,36,False
2020-02-09,35,False
2020-02-16,100,False
2020-02-23,46,False
2020-03-01,55,False
2020-03-08,51,False
2020-03-15,33,False
2020-03-22,40,False
2020-03-29,45,False
2020-04-05,56,False
2020-04-12,47,False
2020-04-19,68,False
2020-04-26,49,False
2020-05-03,56,False
2020-05-10,44,False
