date,Fliesen verlegen,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,40,False
2018-01-28,100,False
2018-02-04,21,False
2018-02-11,21,False
2018-02-18,20,False
2018-02-25,40,False
2018-03-04,20,False
2018-03-11,41,False
2018-03-18,31,False
2018-03-25,22,False
2018-04-01,43,False
2018-04-08,0,False
2018-04-15,44,False
2018-04-22,41,False
2018-04-29,32,False
2018-05-06,21,False
2018-05-13,31,False
2018-05-20,21,False
2018-05-27,28,False
2018-06-03,21,False
2018-06-10,30,False
2018-06-17,41,False
2018-06-24,22,False
2018-07-01,29,False
2018-07-08,21,False
2018-07-15,33,False
2018-07-22,36,False
2018-07-29,31,False
2018-08-05,40,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,21,False
2018-09-02,31,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,28,False
2018-09-30,44,False
2018-10-07,36,False
2018-10-14,21,False
2018-10-21,51,False
2018-10-28,60,False
2018-11-04,0,False
2018-11-11,40,False
2018-11-18,48,False
2018-11-25,26,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,62,False
2018-12-23,0,False
2018-12-30,20,False
2019-01-06,28,False
2019-01-13,38,False
2019-01-20,19,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,39,False
2019-02-17,20,False
2019-02-24,41,False
2019-03-03,58,False
2019-03-10,38,False
2019-03-17,30,False
2019-03-24,33,False
2019-03-31,60,False
2019-04-07,30,False
2019-04-14,21,False
2019-04-21,31,False
2019-04-28,27,False
2019-05-05,38,False
2019-05-12,20,False
2019-05-19,29,False
2019-05-26,29,False
2019-06-02,39,False
2019-06-09,59,False
2019-06-16,40,False
2019-06-23,40,False
2019-06-30,31,False
2019-07-07,30,False
2019-07-14,63,False
2019-07-21,22,False
2019-07-28,49,False
2019-08-04,0,False
2019-08-11,25,False
2019-08-18,39,False
2019-08-25,19,False
2019-09-01,26,False
2019-09-08,78,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,29,False
2019-10-06,29,False
2019-10-13,49,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,27,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,30,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,57,False
2020-01-05,17,False
2020-01-12,17,False
2020-01-19,35,False
2020-01-26,26,False
2020-02-02,17,False
2020-02-09,28,False
2020-02-16,27,False
2020-02-23,22,False
2020-03-01,17,False
2020-03-08,26,False
2020-03-15,20,False
2020-03-22,36,False
2020-03-29,29,False
2020-04-05,32,False
2020-04-12,25,False
2020-04-19,40,False
2020-04-26,14,False
2020-05-03,20,False
2020-05-10,30,False
